uid,player_level,character,char_level,path,light_cone,light_cone_level,attack_lvl,skill_lvl,ultimate_lvl,talent_lvl,HP,ATK,DEF,SPD,CRIT Rate,CRIT DMG,DMG Boost,Outgoing Healing Boost,Energy Regeneration Rate,Effect RES,Effect Hit Rate,Break Effect,SPD sub,HP sub,ATK sub,DEF sub,CRIT Rate sub,CRIT DMG sub,Effect RES sub,Effect Hit Rate sub,Break Effect sub,Body,Feet,Sphere,Rope,relic,ornament
a1d15f02697311ee894228c2dd2980ba,68,Kafka,80,Lightning,Good Night and Sleep Well,80.0,2,8,10,3,3073.011,3293.379,1138.997,132.532,24.764,61.664,48.88,0.0,0.0,7.344,32.256,40.176,7.5,12.096,18.576,24.3,19.764,11.664,7.344,14.256,40.176,ATK,SPD,Lightning DMG Boost,ATK,Band of Sizzling Thunder,Space Sealing Station
a1d15f03697311eea92f28c2dd2980ba,70,Seele,80,Quantum,In the Night,80.0,6,10,10,10,2809.703,3395.326,1287.976,123.6,86.728,132.32,48.88,0.0,0.0,0.0,4.32,12.312,8.6,0.0,28.08,34.56,23.328,58.32,0.0,4.32,12.312,CRIT Rate,ATK,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Rutilant Arena
a1d15f03697311eea92f28c2dd2980ba,70,Silver Wolf,80,Quantum,Incessant Rain,80.0,5,9,9,9,3254.503,2572.502,1274.808,132.032,57.812,73.328,56.88,0.0,19.439,0.0,57.984,15.552,0.0,19.008,32.4,25.38,20.412,23.328,0.0,15.984,15.552,CRIT Rate,SPD,Quantum DMG Boost,Energy Regeneration Rate,Genius of Brilliant Stars,Space Sealing Station
a1d15f03697311eea92f28c2dd2980ba,70,Welt,80,Imaginary,In the Name of the World,80.0,5,9,9,9,3211.662,2865.14,1278.198,131.932,50.036,110.264,63.28,0.0,0.0,25.552,7.776,12.96,4.9,7.776,22.464,15.12,12.636,60.264,15.552,7.776,12.96,CRIT Rate,SPD,Imaginary DMG Boost,ATK,Wastelander of Banditry Desert,Space Sealing Station
a1d15f03697311eea92f28c2dd2980ba,70,Luocha,80,Imaginary,Post-Op Conversation,80.0,4,8,6,8,4847.405,2883.162,1028.943,136.992,11.156,108.968,0.0,34.561,35.439,0.0,16.416,5.184,4.9,43.632,32.4,35.64,6.156,58.968,0.0,16.416,5.184,Outgoing Healing Boost,SPD,ATK,Energy Regeneration Rate,Musketeer of Wild Wheat,Fleet of the Ageless
a1d15f04697311ee85db28c2dd2980ba,68,Seele,80,Quantum,In the Night,80.0,6,10,10,10,3107.995,3202.046,1139.436,115.0,77.332,135.56,48.88,0.0,0.0,8.208,12.096,58.968,0.0,20.736,12.096,18.9,13.932,61.56,8.208,12.096,58.968,CRIT Rate,ATK,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Inert Salsotto
a1d15f04697311ee85db28c2dd2980ba,68,Luocha,80,Imaginary,Echoes of the Coffin,80.0,6,10,10,10,4245.43,3765.781,1197.402,132.092,51.332,67.496,0.0,0.0,0.0,27.648,7.344,17.496,0.0,26.784,13.91,42.12,13.932,17.496,27.648,7.344,17.496,CRIT Rate,SPD,ATK,ATK,Musketeer of Wild Wheat,Space Sealing Station
a1d15f04697311ee85db28c2dd2980ba,68,Silver Wolf,80,Quantum,Incessant Rain,80.0,6,10,10,10,3142.791,2008.564,1690.706,107.0,46.796,103.784,56.88,0.0,19.439,3.456,91.312,47.952,0.0,12.096,0.0,20.52,9.396,53.784,3.456,39.312,47.952,CRIT Rate,DEF,Quantum DMG Boost,Energy Regeneration Rate,Genius of Brilliant Stars,Pan-Cosmic Commercial Enterprise
a1d15f06697311ee9f0828c2dd2980ba,68,Kafka,80,Lightning,Patience Is All You Need,80.0,6,10,10,10,3599.388,3564.498,1368.973,132.232,24.116,50.0,48.88,0.0,0.0,12.096,33.12,17.496,7.2,23.328,22.032,34.56,19.116,0.0,12.096,15.12,17.496,ATK,SPD,Lightning DMG Boost,ATK,Band of Sizzling Thunder,Space Sealing Station
a1d15f06697311ee9f0828c2dd2980ba,68,Bailu,80,Lightning,Shared Feeling,80.0,1,9,9,10,5724.496,1453.892,1591.312,123.032,16.664,50.0,0.0,57.061,19.439,19.872,14.688,18.144,0.0,12.096,11.664,45.36,11.664,0.0,19.872,14.688,18.144,Outgoing Healing Boost,SPD,HP,Energy Regeneration Rate,"Longevous Disciple, Passerby of Wandering Cloud",Fleet of the Ageless
a1d15f06697311ee9f0828c2dd2980ba,68,Dan Heng â€¢ Imbibitor Lunae,80,Imaginary,Brighter Than the Sun,80.0,6,10,10,10,3649.951,3461.903,1065.214,110.12,65.356,146.552,61.28,0.0,0.0,7.776,3.888,36.288,2.0,14.688,25.056,37.8,22.356,31.752,7.776,3.888,36.288,CRIT DMG,ATK,Imaginary DMG Boost,ATK,Musketeer of Wild Wheat,Rutilant Arena
a1d15f06697311ee9f0828c2dd2980ba,68,Seele,80,Quantum,Cruising in the Stellar Sea,80.0,6,10,10,10,3227.328,3368.708,1055.258,120.2,62.472,139.448,48.88,0.0,0.0,12.096,24.624,0.0,5.2,29.808,23.328,15.12,9.072,65.448,12.096,24.624,0.0,CRIT Rate,ATK,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Space Sealing Station
a1d15f07697311eea0be28c2dd2980ba,68,Fu Xuan,80,Quantum,She Already Shut Her Eyes,80.0,1,10,1,10,8600.611,1393.154,1542.466,125.032,32.448,62.312,0.0,0.0,31.439,24.256,7.776,16.848,0.0,27.216,8.208,14.58,8.748,12.312,14.256,7.776,16.848,HP,SPD,HP,Energy Regeneration Rate,"Guard of Wuthering Snow, Longevous Disciple",Fleet of the Ageless
a1d15f07697311eea0be28c2dd2980ba,68,Bronya,80,Wind,But the Battle Isn't Over,80.0,5,10,9,8,4669.323,1662.689,1145.309,125.966,5.0,166.016,16.0,0.0,29.439,31.232,19.872,18.144,4.6,17.885,23.328,9.18,0.0,27.216,11.232,19.872,18.144,CRIT DMG,SPD,HP,Energy Regeneration Rate,Messenger Traversing Hackerspace,Broken Keel
a1d15f07697311eea0be28c2dd2980ba,68,Seele,80,Quantum,In the Night,80.0,5,10,10,10,3095.548,2997.21,1216.002,142.632,67.712,112.88,48.88,0.0,0.0,18.576,0.0,5.184,2.6,7.344,19.44,34.56,12.312,38.88,18.576,0.0,5.184,CRIT Rate,SPD,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Space Sealing Station
a1d15f07697311eea0be28c2dd2980ba,68,Silver Wolf,80,Quantum,Before the Tutorial Mission Starts,80.0,4,9,9,9,3277.244,1803.721,1364.339,130.632,15.498,72.162,8.0,0.0,19.439,23.76,120.882,0.0,0.0,12.96,3.456,12.96,10.498,22.162,23.76,34.128,0.0,Effect Hit Rate,SPD,DEF,Energy Regeneration Rate,Guard of Wuthering Snow,Fleet of the Ageless
a1d15f09697311eebb7e28c2dd2980ba,68,Kafka,79,Lightning,Good Night and Sleep Well,80.0,3,8,9,7,3127.105,3645.832,1220.226,125.0,19.904,56.48,48.88,0.0,0.0,15.984,22.32,11.664,25.0,12.096,22.896,34.02,14.904,6.48,15.984,4.32,11.664,ATK,ATK,Lightning DMG Boost,ATK,Band of Sizzling Thunder,Space Sealing Station
a1d15f09697311eebb7e28c2dd2980ba,68,Fu Xuan,70,Quantum,We Are Wildfire,70.0,2,4,3,8,6340.448,1646.213,1203.636,134.832,14.616,75.272,0.0,0.0,0.0,41.152,0.0,11.664,9.8,19.008,39.312,23.22,2.916,25.272,37.152,0.0,11.664,HP,SPD,HP,HP,"Guard of Wuthering Snow, Longevous Disciple",Fleet of the Ageless
a1d15f09697311eebb7e28c2dd2980ba,68,Seele,79,Quantum,Cruising in the Stellar Sea,80.0,6,9,9,9,1877.616,1398.211,927.45,115.0,21.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
a1d15f09697311eebb7e28c2dd2980ba,68,Silver Wolf,75,Quantum,Before the Tutorial Mission Starts,80.0,3,8,8,8,3247.396,2011.998,973.286,139.232,56.74,78.512,52.08,0.0,19.439,10.8,73.12,40.176,7.2,27.216,29.808,19.98,11.34,28.512,10.8,15.12,40.176,CRIT Rate,SPD,Quantum DMG Boost,Energy Regeneration Rate,Genius of Brilliant Stars,Inert Salsotto
a1d15f0f697311eeb48c28c2dd2980ba,68,Fu Xuan,80,Quantum,She Already Shut Her Eyes,80.0,5,10,8,10,8166.251,1488.869,1525.763,135.232,17.532,50.0,0.0,0.0,31.439,32.096,7.776,41.472,14.4,28.944,14.688,29.7,5.832,0.0,12.096,7.776,41.472,HP,SPD,HP,Energy Regeneration Rate,"Guard of Wuthering Snow, Longevous Disciple",Broken Keel
a1d15f0f697311eeb48c28c2dd2980ba,68,Seele,80,Quantum,In the Night,80.0,5,10,10,9,3420.012,3326.435,1216.268,122.8,67.064,125.84,48.88,0.0,0.0,26.784,7.344,0.0,7.8,30.672,15.12,30.24,11.664,51.84,26.784,7.344,0.0,CRIT Rate,ATK,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Space Sealing Station
a1d15f0f697311eeb48c28c2dd2980ba,68,Silver Wolf,80,Quantum,Before the Tutorial Mission Starts,70.0,5,10,10,10,2844.603,1875.155,1045.554,139.832,10.508,50.0,52.08,0.0,24.439,14.256,134.81,10.498,7.8,10.973,11.232,27.54,5.508,0.0,14.256,33.61,10.498,Effect Hit Rate,SPD,Quantum DMG Boost,Energy Regeneration Rate,"Genius of Brilliant Stars, Musketeer of Wild Wheat",Sprightly Vonwacq
a1d15f0f697311eeb48c28c2dd2980ba,68,Kafka,80,Lightning,Patience Is All You Need,80.0,6,10,10,10,3687.176,3567.443,1182.88,135.632,7.592,50.0,48.88,0.0,0.0,8.208,29.232,39.528,10.6,18.144,15.552,14.04,2.592,0.0,8.208,11.232,39.528,ATK,SPD,Lightning DMG Boost,ATK,Band of Sizzling Thunder,Space Sealing Station
a1d15f10697311eead5128c2dd2980ba,68,Dan Heng â€¢ Imbibitor Lunae,80,Imaginary,Brighter Than the Sun,80.0,6,10,10,10,3476.786,2627.209,916.974,137.132,75.724,143.96,71.28,0.0,0.0,26.352,8.208,11.016,10.1,7.344,25.92,10.8,32.724,29.16,26.352,8.208,11.016,CRIT DMG,SPD,Imaginary DMG Boost,ATK,Wastelander of Banditry Desert,Rutilant Arena
a1d15f10697311eead5128c2dd2980ba,68,Jing Yuan,80,Lightning,The Seriousness of Breakfast,80.0,4,10,10,10,2976.301,2846.707,1116.616,139.532,50.92,144.608,48.88,0.0,0.0,0.0,7.776,5.184,15.5,11.232,38.016,8.64,25.92,29.808,0.0,7.776,5.184,CRIT DMG,SPD,Lightning DMG Boost,ATK,Band of Sizzling Thunder,Inert Salsotto
a1d15f10697311eead5128c2dd2980ba,68,Seele,80,Quantum,Cruising in the Stellar Sea,80.0,6,10,10,10,3183.716,3040.841,1211.572,127.7,69.924,145.28,48.88,0.0,0.0,7.776,19.872,0.0,12.7,25.92,0.0,29.16,16.524,71.28,7.776,19.872,0.0,CRIT Rate,ATK,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Space Sealing Station
a1d15f10697311eead5128c2dd2980ba,68,Yanqing,75,Ice,Swordplay,80.0,4,9,9,9,3034.914,2728.613,974.813,142.232,31.244,131.648,63.28,0.0,0.0,3.888,8.208,18.792,12.4,3.888,19.44,18.9,26.244,16.848,3.888,8.208,18.792,CRIT DMG,SPD,Ice DMG Boost,ATK,"Hunter of Glacial Forest, Musketeer of Wild Wheat",Space Sealing Station
a1d15f13697311ee9d4228c2dd2980ba,68,Fu Xuan,80,Quantum,Texture of Memories,80.0,2,10,3,10,8160.793,1343.53,1218.065,150.932,17.64,55.184,0.0,0.0,0.0,56.016,11.232,23.328,25.9,14.688,6.912,5.4,3.24,5.184,38.016,11.232,23.328,HP,SPD,HP,HP,"Guard of Wuthering Snow, Longevous Disciple",Fleet of the Ageless
a1d15f13697311ee9d4228c2dd2980ba,68,Silver Wolf,80,Quantum,Before the Tutorial Mission Starts,80.0,2,8,8,5,2967.369,1682.861,1032.559,139.532,31.244,73.328,48.88,0.0,0.0,0.0,102.15,144.304,7.5,7.776,12.528,23.22,26.244,23.328,0.0,8.208,63.504,Effect Hit Rate,SPD,Quantum DMG Boost,Break Effect,Genius of Brilliant Stars,Talia: Kingdom of Banditry
a1d15f13697311ee9d4228c2dd2980ba,68,Seele,80,Quantum,In the Night,80.0,5,10,10,9,2818.171,3258.911,991.589,121.3,89.32,180.92,48.88,0.0,0.0,15.552,7.776,11.016,6.3,0.0,23.328,4.86,25.92,106.92,15.552,7.776,11.016,CRIT Rate,ATK,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Inert Salsotto
a1d15f13697311ee9d4228c2dd2980ba,68,Kafka,80,Lightning,In the Name of the World,80.0,1,8,10,3,3525.404,3451.209,1194.007,149.232,16.34,55.184,48.88,0.0,0.0,8.64,30.096,10.368,24.2,18.576,22.896,15.66,11.34,5.184,8.64,12.096,10.368,ATK,SPD,Lightning DMG Boost,ATK,Band of Sizzling Thunder,Space Sealing Station
a1d15f18697311eeaa2828c2dd2980ba,68,Blade,80,Wind,The Unreachable Side,80.0,6,10,12,12,7840.598,1649.63,1048.542,101.6,63.088,177.008,38.88,0.0,0.0,10.0,7.776,0.0,4.6,19.008,4.32,19.44,20.088,62.208,0.0,7.776,0.0,CRIT DMG,HP,Wind DMG Boost,HP,Longevous Disciple,Inert Salsotto
a1d15f18697311eeaa2828c2dd2980ba,68,Kafka,80,Lightning,Fermata,80.0,4,10,10,10,3173.172,3335.115,1024.225,133.332,11.156,68.144,48.88,0.0,0.0,22.896,56.016,44.312,2.3,10.8,19.44,16.2,6.156,18.144,22.896,38.016,12.312,ATK,SPD,Lightning DMG Boost,ATK,"Band of Sizzling Thunder, Messenger Traversing Hackerspace",Space Sealing Station
a1d15f1b697311ee9a0f28c2dd2980ba,69,Blade,80,Wind,The Unreachable Side,80.0,7,12,12,12,6289.213,1743.029,1127.835,122.032,55.072,177.656,38.88,0.0,0.0,20.368,7.344,11.016,0.0,3.888,14.688,9.18,9.072,62.856,10.368,7.344,11.016,CRIT DMG,SPD,Wind DMG Boost,HP,Longevous Disciple,Rutilant Arena
a1d15f1b697311ee9a0f28c2dd2980ba,69,Bronya,80,Wind,But the Battle Isn't Over,80.0,1,8,9,8,3413.105,1698.909,1420.148,130.632,5.0,187.4,35.994,0.0,15.0,42.4,15.12,64.8,6.6,7.776,15.984,0.0,0.0,48.6,32.4,15.12,64.8,CRIT DMG,SPD,Wind DMG Boost,DEF,Guard of Wuthering Snow,Sprightly Vonwacq
a1d15f1b697311ee9a0f28c2dd2980ba,69,Seele,80,Quantum,In the Night,80.0,3,10,10,10,3408.078,3062.534,1076.461,121.6,75.712,143.336,48.88,0.0,0.0,19.44,0.0,12.312,6.6,19.008,4.32,10.26,12.312,69.336,19.44,0.0,12.312,CRIT Rate,ATK,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Inert Salsotto
a1d15f1b697311ee9a0f28c2dd2980ba,69,Fu Xuan,80,Quantum,She Already Shut Her Eyes,80.0,5,10,9,10,8242.215,1476.76,1296.976,135.632,26.616,67.496,0.0,0.0,31.439,35.984,15.12,28.512,4.6,34.128,31.104,9.18,2.916,17.496,15.984,15.12,28.512,HP,SPD,HP,Energy Regeneration Rate,"Longevous Disciple, Messenger Traversing Hackerspace",Broken Keel
a1d15f1f697311eead1028c2dd2980ba,68,Dan Heng â€¢ Imbibitor Lunae,80,Imaginary,Brighter Than the Sun,80.0,6,10,10,10,3637.425,2610.414,1032.121,108.12,71.836,169.232,61.28,0.0,19.439,8.208,0.0,45.36,0.0,15.984,11.232,25.38,28.836,54.432,8.208,0.0,45.36,CRIT DMG,ATK,Imaginary DMG Boost,Energy Regeneration Rate,Musketeer of Wild Wheat,Rutilant Arena
a1d15f1f697311eead1028c2dd2980ba,68,Luocha,80,Imaginary,Perfect Timing,80.0,4,8,7,8,4603.172,3021.425,1236.386,148.432,10.832,65.552,0.0,44.561,0.0,57.552,0.0,0.0,22.4,8.208,38.448,38.34,5.832,15.552,15.552,0.0,0.0,Outgoing Healing Boost,SPD,HP,ATK,"Musketeer of Wild Wheat, Passerby of Wandering Cloud",Broken Keel
a1d15f1f697311eead1028c2dd2980ba,68,Silver Wolf,80,Quantum,Before the Tutorial Mission Starts,80.0,4,8,8,9,4073.149,1813.396,1049.862,153.332,18.184,72.032,13.2,0.0,19.439,14.256,127.984,28.312,21.3,19.008,0.0,28.08,5.184,22.032,14.256,26.784,12.312,Effect Hit Rate,SPD,HP,Energy Regeneration Rate,"Genius of Brilliant Stars, Thief of Shooting Meteor",Rutilant Arena
a1d15f1f697311eead1028c2dd2980ba,68,Seele,80,Quantum,In the Night,80.0,6,9,9,8,3148.792,2791.176,1141.818,148.932,78.304,85.664,48.88,0.0,0.0,25.92,3.456,16.2,8.9,15.552,22.032,14.58,14.904,11.664,25.92,3.456,16.2,CRIT Rate,SPD,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Rutilant Arena
a1d15f24697311eebaf828c2dd2980ba,68,Jing Yuan,80,Lightning,The Birth of the Self,80.0,3,8,8,10,3065.584,3072.213,1112.167,99.0,53.188,183.488,48.88,0.0,0.0,15.12,22.464,0.0,0.0,3.888,7.344,31.32,28.188,68.688,15.12,22.464,0.0,CRIT DMG,ATK,Lightning DMG Boost,ATK,Band of Sizzling Thunder,Inert Salsotto
a1d15f24697311eebaf828c2dd2980ba,68,Luocha,80,Imaginary,Perfect Timing,80.0,1,10,3,10,3683.113,3420.93,950.822,109.6,10.184,79.16,0.0,44.561,19.439,45.44,23.328,5.184,8.6,23.328,22.464,19.98,5.184,29.16,19.44,23.328,5.184,Outgoing Healing Boost,ATK,ATK,Energy Regeneration Rate,"Musketeer of Wild Wheat, Passerby of Wandering Cloud",Broken Keel
a1d15f24697311eebaf828c2dd2980ba,68,Sushang,40,Physical,,,2,3,3,3,517.92,318.72,236.55,107.0,5.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
a1d15f24697311eebaf828c2dd2980ba,68,Yanqing,50,Ice,Sleep Like the Dead,50.0,3,4,4,4,1176.696,827.561,528.615,109.0,5.0,80.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
a1d15f25697311ee83e928c2dd2980ba,68,Kafka,80,Lightning,Patience Is All You Need,80.0,6,10,10,10,3264.995,3802.121,1117.799,148.532,16.664,61.664,48.88,0.0,0.0,8.208,44.352,29.808,17.5,7.344,41.04,15.66,11.664,11.664,8.208,26.352,29.808,ATK,SPD,Lightning DMG Boost,ATK,"Band of Sizzling Thunder, Messenger Traversing Hackerspace",Space Sealing Station
a1d15f25697311ee83e928c2dd2980ba,68,Seele,80,Quantum,In the Night,80.0,6,10,10,10,3431.558,3059.37,1171.386,120.2,78.304,183.512,48.88,0.0,0.0,0.0,0.0,11.664,5.2,26.784,3.888,24.3,14.904,109.512,0.0,0.0,11.664,CRIT Rate,ATK,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Rutilant Arena
a1d15f25697311ee83e928c2dd2980ba,68,Silver Wolf,80,Quantum,Incessant Rain,80.0,6,10,10,10,2969.913,2446.775,1000.103,143.532,49.388,114.8,50.348,0.0,19.439,10.8,61.872,6.48,11.5,3.888,40.176,0.0,11.988,64.8,10.8,19.872,6.48,CRIT Rate,SPD,Quantum DMG Boost,Energy Regeneration Rate,Genius of Brilliant Stars,
a1d15f27697311ee9a3228c2dd2980ba,70,Dan Heng â€¢ Imbibitor Lunae,80,Imaginary,Brighter Than the Sun,80.0,7,12,12,12,3802.297,2782.652,982.552,127.032,72.484,151.088,71.28,0.0,0.0,4.32,15.552,24.624,0.0,24.624,34.56,29.16,29.484,36.288,4.32,15.552,24.624,CRIT DMG,SPD,Imaginary DMG Boost,ATK,Wastelander of Banditry Desert,Rutilant Arena
a1d15f27697311ee9a3228c2dd2980ba,70,Silver Wolf,80,Quantum,Incessant Rain,80.0,7,12,12,12,3255.394,2963.377,1123.616,136.332,45.176,55.832,56.88,0.0,0.0,15.552,74.464,28.512,4.3,13.824,34.56,15.66,7.776,5.832,15.552,22.464,28.512,CRIT Rate,SPD,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Pan-Cosmic Commercial Enterprise
a1d15f27697311ee9a3228c2dd2980ba,70,Seele,80,Quantum,In the Night,80.0,7,12,12,12,3192.285,3141.838,1046.362,136.3,72.796,139.448,48.88,0.0,0.0,22.896,19.008,0.0,21.3,19.44,7.344,9.18,9.396,65.448,22.896,19.008,0.0,CRIT Rate,ATK,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Rutilant Arena
a1d15f27697311ee9a3228c2dd2980ba,70,Bronya,80,Wind,But the Battle Isn't Over,80.0,6,8,8,8,4276.569,1598.657,1295.106,129.972,14.396,155.648,61.28,0.0,29.439,39.44,10.8,33.696,0.0,37.152,7.344,18.9,9.396,16.848,19.44,10.8,33.696,CRIT DMG,SPD,Wind DMG Boost,Energy Regeneration Rate,Messenger Traversing Hackerspace,Broken Keel
a1d15f28697311eea74228c2dd2980ba,69,Seele,80,Quantum,In the Night,80.0,4,8,9,8,3276.96,3353.266,1089.821,115.0,67.064,188.048,48.88,0.0,0.0,10.8,0.0,0.0,0.0,19.44,25.488,24.3,44.064,49.248,10.8,0.0,0.0,CRIT DMG,ATK,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Space Sealing Station
a1d15f28697311eea74228c2dd2980ba,69,Jing Yuan,80,Lightning,Before Dawn,80.0,1,6,6,8,2256.51,2383.714,1291.191,131.532,58.472,140.432,38.88,0.0,0.0,0.0,7.344,0.0,7.5,0.0,7.344,36.18,9.072,54.432,0.0,7.344,0.0,CRIT Rate,SPD,Lightning DMG Boost,ATK,,Space Sealing Station
a1d15f28697311eea74228c2dd2980ba,69,Blade,80,Wind,The Unreachable Side,80.0,6,9,8,8,8239.547,1630.671,972.1,133.832,67.948,161.456,0.0,0.0,0.0,10.0,8.208,0.0,11.8,34.992,11.664,5.4,24.948,46.656,0.0,8.208,0.0,CRIT DMG,SPD,HP,HP,Longevous Disciple,Rutilant Arena
a1d15f28697311eea74228c2dd2980ba,69,Dan Heng â€¢ Imbibitor Lunae,80,Imaginary,Brighter Than the Sun,80.0,6,9,8,10,3603.555,3180.762,910.12,133.152,80.26,185.432,22.4,0.0,0.0,28.512,12.96,0.0,0.0,15.984,10.8,12.96,37.26,70.632,28.512,12.96,0.0,CRIT DMG,SPD,ATK,ATK,Musketeer of Wild Wheat,Rutilant Arena
a1d15f29697311eeac8d28c2dd2980ba,68,Blade,80,Wind,A Secret Vow,70.0,6,10,10,10,7058.315,1450.873,830.906,101.0,85.912,73.976,38.88,0.0,0.0,25.984,27.648,11.016,4.0,41.472,11.232,8.64,28.512,23.976,15.984,27.648,11.016,CRIT Rate,HP,Wind DMG Boost,HP,Longevous Disciple,Rutilant Arena
