uid,floor,node,round_num,star_num,ch1,ch2,ch3,ch4
30c3fddfbc3311eea66e28c2dd2980ba,12,1,14,2,Dan Heng • Imbibitor Lunae,Pela,Ruan Mei,Fu Xuan
30c3fddfbc3311eea66e28c2dd2980ba,12,2,14,2,Dr. Ratio,Hanya,Tingyun,Luocha
30c3fddfbc3311eea66e28c2dd2980ba,11,1,10,3,Dr. Ratio,Hanya,Tingyun,Luocha
30c3fddfbc3311eea66e28c2dd2980ba,11,2,10,3,Kafka,Sampo,Ruan Mei,Fu Xuan
30c3fddfbc3311eea66e28c2dd2980ba,10,1,10,3,Kafka,Sampo,Ruan Mei,Luocha
30c3fddfbc3311eea66e28c2dd2980ba,10,2,10,3,Dan Heng • Imbibitor Lunae,Hanya,Pela,Fu Xuan
30c3fde0bc3311ee9ca528c2dd2980ba,12,1,8,3,Jingliu,Pela,Bronya,Fu Xuan
30c3fde0bc3311ee9ca528c2dd2980ba,12,2,8,3,Dan Heng • Imbibitor Lunae,Ruan Mei,Tingyun,Luocha
30c3fde0bc3311ee9ca528c2dd2980ba,11,1,7,3,Dan Heng • Imbibitor Lunae,Ruan Mei,Tingyun,Luocha
30c3fde0bc3311ee9ca528c2dd2980ba,11,2,7,3,Jingliu,Pela,Bronya,Fu Xuan
30c3fde0bc3311ee9ca528c2dd2980ba,10,1,4,3,Jingliu,Pela,Bronya,Fu Xuan
30c3fde0bc3311ee9ca528c2dd2980ba,10,2,4,3,Dan Heng • Imbibitor Lunae,Ruan Mei,Tingyun,Luocha
30c3fde1bc3311ee99fd28c2dd2980ba,12,1,6,3,Jingliu,Pela,Ruan Mei,Lynx
30c3fde1bc3311ee99fd28c2dd2980ba,12,2,6,3,Dr. Ratio,Tingyun,Guinaifen,Fu Xuan
30c3fde1bc3311ee99fd28c2dd2980ba,11,1,5,3,Dr. Ratio,Tingyun,Guinaifen,Fu Xuan
30c3fde1bc3311ee99fd28c2dd2980ba,11,2,5,3,Jingliu,Pela,Ruan Mei,Lynx
30c3fde1bc3311ee99fd28c2dd2980ba,10,1,6,3,Jingliu,Pela,Ruan Mei,Lynx
30c3fde1bc3311ee99fd28c2dd2980ba,10,2,6,3,Dr. Ratio,Tingyun,Guinaifen,Fu Xuan
30c3fde2bc3311ee9c9028c2dd2980ba,12,1,10,3,Jingliu,Bronya,Silver Wolf,Fu Xuan
30c3fde2bc3311ee9c9028c2dd2980ba,12,2,10,3,Kafka,Sampo,Ruan Mei,Bailu
30c3fde2bc3311ee9c9028c2dd2980ba,11,1,8,3,Jingliu,Bronya,Silver Wolf,Fu Xuan
30c3fde2bc3311ee9c9028c2dd2980ba,11,2,8,3,Kafka,Sampo,Ruan Mei,Bailu
30c3fde2bc3311ee9c9028c2dd2980ba,10,1,6,3,Kafka,Sampo,Ruan Mei,Bailu
30c3fde2bc3311ee9c9028c2dd2980ba,10,2,6,3,Jingliu,Bronya,Silver Wolf,Fu Xuan
30c3fde3bc3311eea6d028c2dd2980ba,12,1,7,3,Jingliu,Tingyun,Bronya,Fu Xuan
30c3fde3bc3311eea6d028c2dd2980ba,12,2,7,3,Dan Heng • Imbibitor Lunae,Yukong,Ruan Mei,Huohuo
30c3fde3bc3311eea6d028c2dd2980ba,11,1,5,3,Dan Heng • Imbibitor Lunae,Yukong,Ruan Mei,Huohuo
30c3fde3bc3311eea6d028c2dd2980ba,11,2,5,3,Seele,Tingyun,Silver Wolf,Fu Xuan
30c3fde3bc3311eea6d028c2dd2980ba,10,1,4,3,Seele,Tingyun,Silver Wolf,Fu Xuan
30c3fde3bc3311eea6d028c2dd2980ba,10,2,4,3,Dan Heng • Imbibitor Lunae,Yukong,Ruan Mei,Huohuo
30c3fde4bc3311eea52528c2dd2980ba,12,1,2,3,Jingliu,Luocha,Hanya,Tingyun
30c3fde4bc3311eea52528c2dd2980ba,12,2,2,3,Ruan Mei,Seele,Bronya,Fu Xuan
30c3fde4bc3311eea52528c2dd2980ba,11,1,2,3,Jingliu,Luocha,Hanya,Tingyun
30c3fde4bc3311eea52528c2dd2980ba,11,2,2,3,Ruan Mei,Seele,Bronya,Fu Xuan
30c3fde4bc3311eea52528c2dd2980ba,10,1,2,3,Ruan Mei,Seele,Bronya,Fu Xuan
30c3fde4bc3311eea52528c2dd2980ba,10,2,2,3,Jingliu,Luocha,Hanya,Tingyun
30c3fde5bc3311ee872828c2dd2980ba,12,1,8,3,Seele,Silver Wolf,Ruan Mei,Fu Xuan
30c3fde5bc3311ee872828c2dd2980ba,12,2,8,3,Argenti,Tingyun,Huohuo,Bronya
30c3fde5bc3311ee872828c2dd2980ba,11,1,5,3,Argenti,Tingyun,Huohuo,Ruan Mei
30c3fde5bc3311ee872828c2dd2980ba,11,2,5,3,Blade,Topaz & Numby,Bronya,Luocha
30c3fde5bc3311ee872828c2dd2980ba,10,1,9,3,Jing Yuan,Topaz & Numby,Ruan Mei,Fu Xuan
30c3fde5bc3311ee872828c2dd2980ba,10,2,9,3,Dan Heng • Imbibitor Lunae,Pela,Yukong,Luocha
30c3fde6bc3311ee934028c2dd2980ba,12,1,7,3,Blade,Ruan Mei,Bailu,Jingliu
30c3fde6bc3311ee934028c2dd2980ba,12,2,7,3,Bronya,Yukong,Luocha,Dan Heng • Imbibitor Lunae
30c3fde6bc3311ee934028c2dd2980ba,11,1,2,3,Bronya,Yukong,Luocha,Dan Heng • Imbibitor Lunae
30c3fde6bc3311ee934028c2dd2980ba,11,2,2,3,Blade,Ruan Mei,Bailu,Tingyun
30c3fde6bc3311ee934028c2dd2980ba,10,1,2,3,Blade,Ruan Mei,Bailu,Tingyun
30c3fde6bc3311ee934028c2dd2980ba,10,2,2,3,Bronya,Yukong,Luocha,Dan Heng • Imbibitor Lunae
30c3fde7bc3311eeac2428c2dd2980ba,12,1,9,3,Fu Xuan,Bronya,Blade,Pela
30c3fde7bc3311eeac2428c2dd2980ba,12,2,9,3,Huohuo,Ruan Mei,Dr. Ratio,Dan Heng • Imbibitor Lunae
30c3fde7bc3311eeac2428c2dd2980ba,11,1,7,3,Huohuo,Ruan Mei,Dr. Ratio,Dan Heng • Imbibitor Lunae
30c3fde7bc3311eeac2428c2dd2980ba,11,2,7,3,Fu Xuan,Bronya,Blade,Kafka
30c3fde7bc3311eeac2428c2dd2980ba,10,1,9,3,Huohuo,Bronya,Kafka,Pela
30c3fde7bc3311eeac2428c2dd2980ba,10,2,9,3,Luocha,Dr. Ratio,Ruan Mei,Dan Heng • Imbibitor Lunae
30c3fde8bc3311eea06128c2dd2980ba,12,1,6,3,Jingliu,Luocha,Bronya,Ruan Mei
30c3fde8bc3311eea06128c2dd2980ba,12,2,6,3,Fu Xuan,Dr. Ratio,Tingyun,Pela
30c3fde8bc3311eea06128c2dd2980ba,11,1,7,3,Dr. Ratio,Luocha,Bronya,Ruan Mei
30c3fde8bc3311eea06128c2dd2980ba,11,2,7,3,Fu Xuan,Jing Yuan,Tingyun,Asta
30c3fde8bc3311eea06128c2dd2980ba,10,1,7,3,Fu Xuan,Jing Yuan,Tingyun,Asta
30c3fde8bc3311eea06128c2dd2980ba,10,2,7,3,Jingliu,Luocha,Bronya,Ruan Mei
30c3fde9bc3311ee975228c2dd2980ba,12,1,4,3,Jingliu,Huohuo,Ruan Mei,Pela
30c3fde9bc3311ee975228c2dd2980ba,12,2,4,3,Dan Heng • Imbibitor Lunae,Fu Xuan,Tingyun,Bronya
30c3fde9bc3311ee975228c2dd2980ba,11,1,3,3,Dan Heng • Imbibitor Lunae,Fu Xuan,Tingyun,Bronya
30c3fde9bc3311ee975228c2dd2980ba,11,2,3,3,Jingliu,Blade,Ruan Mei,Pela
30c3fde9bc3311ee975228c2dd2980ba,10,1,3,3,Blade,Fu Xuan,Tingyun,Bronya
30c3fde9bc3311ee975228c2dd2980ba,10,2,3,3,Jingliu,Luocha,Ruan Mei,Pela
30c3fdeabc3311ee93bd28c2dd2980ba,12,1,10,3,Fu Xuan,Ruan Mei,Jingliu,Bronya
30c3fdeabc3311ee93bd28c2dd2980ba,12,2,10,3,Huohuo,Tingyun,Dan Heng • Imbibitor Lunae,Luocha
30c3fdeabc3311ee93bd28c2dd2980ba,11,1,6,3,Huohuo,Tingyun,Dan Heng • Imbibitor Lunae,Luocha
30c3fdeabc3311ee93bd28c2dd2980ba,11,2,6,3,Fu Xuan,Ruan Mei,Jingliu,Bronya
30c3fdeabc3311ee93bd28c2dd2980ba,10,1,5,3,Luocha,Ruan Mei,Jingliu,Bronya
30c3fdeabc3311ee93bd28c2dd2980ba,10,2,5,3,Huohuo,Tingyun,Dan Heng • Imbibitor Lunae,Fu Xuan
30c3fdebbc3311eeb2cf28c2dd2980ba,12,1,8,3,Xueyi,Fu Xuan,Silver Wolf,Ruan Mei
30c3fdebbc3311eeb2cf28c2dd2980ba,12,2,8,3,Clara,Bailu,Tingyun,Bronya
30c3fdebbc3311eeb2cf28c2dd2980ba,11,1,7,3,Dr. Ratio,Bailu,Silver Wolf,Bronya
30c3fdebbc3311eeb2cf28c2dd2980ba,11,2,7,3,Himeko,Fu Xuan,Asta,Ruan Mei
30c3fdebbc3311eeb2cf28c2dd2980ba,10,1,2,3,Clara,Bailu,Tingyun,Bronya
30c3fdebbc3311eeb2cf28c2dd2980ba,10,2,2,3,Dr. Ratio,Fu Xuan,Silver Wolf,Ruan Mei
30c3fdecbc3311ee9b0328c2dd2980ba,12,1,10,3,Dr. Ratio,Silver Wolf,Ruan Mei,Fu Xuan
30c3fdecbc3311ee9b0328c2dd2980ba,12,2,10,3,Dan Heng • Imbibitor Lunae,Tingyun,Pela,Gepard
30c3fdecbc3311ee9b0328c2dd2980ba,11,1,5,3,Dr. Ratio,Tingyun,Pela,Fu Xuan
30c3fdecbc3311ee9b0328c2dd2980ba,11,2,5,3,Blade,Bronya,Ruan Mei,Bailu
30c3fdecbc3311ee9b0328c2dd2980ba,10,1,7,3,Dan Heng • Imbibitor Lunae,Tingyun,Hanya,Fu Xuan
30c3fdecbc3311ee9b0328c2dd2980ba,10,2,7,3,Dr. Ratio,Ruan Mei,Pela,Gepard
30c3fdedbc3311ee973328c2dd2980ba,12,1,6,3,Jingliu,Bronya,Ruan Mei,Fu Xuan
30c3fdedbc3311ee973328c2dd2980ba,12,2,6,3,Clara,Topaz & Numby,Pela,Luocha
30c3fdedbc3311ee973328c2dd2980ba,11,1,8,3,Kafka,Guinaifen,Tingyun,Luocha
30c3fdedbc3311ee973328c2dd2980ba,11,2,8,3,Jingliu,Bronya,Ruan Mei,Fu Xuan
30c3fdedbc3311ee973328c2dd2980ba,10,1,4,3,Clara,Topaz & Numby,Pela,Luocha
