uid,floor,node,round_num,star_num,ch1,ch2,ch3,ch4,buff
f3af44991f2211efbf0028c2dd2980ba,4,2,40000,3,Acheron,Kafka,Black Swan,Huohuo,Verification
f3af449a1f2211efb75528c2dd2980ba,4,1,40000,3,Himeko,Sparkle,Gallagher,Ruan Mei,Argument
f3af449a1f2211efb75528c2dd2980ba,4,2,40000,3,Clara,Fu Xuan,Robin,Herta,Argument
f3af449b1f2211efa97228c2dd2980ba,4,1,35559,3,Argenti,Herta,Ruan Mei,Fu Xuan,Argument
f3af449b1f2211efa97228c2dd2980ba,4,2,26750,3,Acheron,Blade,Pela,Welt,Verification
f3af449c1f2211efa08128c2dd2980ba,4,1,28809,3,Jingliu,Ruan Mei,Fu Xuan,Bronya,Argument
f3af449c1f2211efa08128c2dd2980ba,4,2,35033,3,Kafka,Black Swan,Acheron,Sparkle,Verification
f3af449d1f2211efa55928c2dd2980ba,4,1,36845,3,Blade,Robin,Herta,Ruan Mei,Argument
f3af449d1f2211efa55928c2dd2980ba,4,2,33843,3,Acheron,Kafka,Pela,Fu Xuan,Argument
f3af449e1f2211ef959028c2dd2980ba,4,1,40000,3,Himeko,Ruan Mei,Clara,Luocha,Argument
f3af449e1f2211ef959028c2dd2980ba,4,2,20796,3,Acheron,Fu Xuan,Silver Wolf,Pela,Verification
f3af449f1f2211ef863028c2dd2980ba,4,1,40000,3,Acheron,Himeko,Gepard,Ruan Mei,Argument
f3af449f1f2211ef863028c2dd2980ba,4,2,40000,3,Gallagher,Black Swan,Kafka,Sampo,Verification
f3af44a01f2211ef84b028c2dd2980ba,4,1,37695,3,Ruan Mei,Topaz & Numby,Himeko,Aventurine,Argument
f3af44a01f2211ef84b028c2dd2980ba,4,2,24370,3,Clara,Blade,Bronya,Tingyun,Argument
f3af44a11f2211efadc928c2dd2980ba,4,1,28257,3,Clara,Topaz & Numby,Aventurine,Robin,Argument
f3af44a11f2211efadc928c2dd2980ba,4,2,40000,3,Kafka,Ruan Mei,Black Swan,Gallagher,Rebuttal
f3af44a21f2211ef9ee728c2dd2980ba,4,1,23890,3,Sparkle,Himeko,Imaginary Trailblazer,Huohuo,Argument
f3af44a21f2211ef9ee728c2dd2980ba,4,2,40000,3,Ruan Mei,Black Swan,Kafka,Gallagher,Verification
f3af44a31f2211efb36e28c2dd2980ba,4,1,33130,3,Argenti,Tingyun,Sparkle,Aventurine,Argument
f3af44a31f2211efb36e28c2dd2980ba,4,2,40000,3,Black Swan,Huohuo,Kafka,Ruan Mei,Argument
f3af44a41f2211ef9a3228c2dd2980ba,4,1,40000,3,Acheron,Sparkle,Pela,Aventurine,Argument
f3af44a41f2211ef9a3228c2dd2980ba,4,2,40000,3,Kafka,Huohuo,Black Swan,Ruan Mei,Rebuttal
f3af44a51f2211ef942928c2dd2980ba,4,1,33702,2,Dan Heng • Imbibitor Lunae,Sparkle,Robin,Aventurine,Argument
f3af44a51f2211ef942928c2dd2980ba,4,2,20565,2,Acheron,Silver Wolf,Fu Xuan,Pela,Verification
f3af44a61f2211ef88e628c2dd2980ba,4,1,40000,3,Guinaifen,Kafka,Ruan Mei,Huohuo,Argument
f3af44a61f2211ef88e628c2dd2980ba,4,2,40000,3,Pela,Black Swan,Acheron,Aventurine,Verification
f3af44a71f2211ef91c928c2dd2980ba,4,1,20941,0,Acheron,Sparkle,Pela,Fu Xuan,Argument
f3af44a71f2211ef91c928c2dd2980ba,4,2,14416,0,Himeko,Herta,Blade,Tingyun,Argument
f3af44a81f2211efbf4028c2dd2980ba,4,1,31505,3,Robin,Herta,Himeko,Fu Xuan,Argument
f3af44a81f2211efbf4028c2dd2980ba,4,2,34200,3,Black Swan,Guinaifen,Ruan Mei,Huohuo,Rebuttal
f3af44a91f2211efb8d228c2dd2980ba,4,1,35605,3,Robin,Herta,Himeko,Aventurine,Argument
f3af44a91f2211efb8d228c2dd2980ba,4,2,30649,3,Guinaifen,Black Swan,Ruan Mei,Fu Xuan,Rebuttal
f3af44aa1f2211ef947028c2dd2980ba,4,1,31225,3,Acheron,Silver Wolf,Pela,Gepard,Verification
f3af44aa1f2211ef947028c2dd2980ba,4,2,37000,3,Kafka,Black Swan,Ruan Mei,Gallagher,Rebuttal
f3af44ab1f2211ef910e28c2dd2980ba,4,1,34540,3,Himeko,Sparkle,Ruan Mei,Fu Xuan,Argument
f3af44ab1f2211ef910e28c2dd2980ba,4,2,28635,3,Acheron,Silver Wolf,Fire Trailblazer,Pela,Verification
f3af44ac1f2211ef8f7d28c2dd2980ba,4,1,26548,2,Clara,Jingliu,Luocha,Ruan Mei,Argument
f3af44ac1f2211ef8f7d28c2dd2980ba,4,2,26450,2,Sparkle,Silver Wolf,Pela,Acheron,Verification
f3af44ad1f2211ef9f4128c2dd2980ba,4,1,34447,3,Dan Heng • Imbibitor Lunae,Ruan Mei,Huohuo,Clara,Argument
f3af44ad1f2211ef9f4128c2dd2980ba,4,2,32204,3,Acheron,Silver Wolf,Bronya,Fu Xuan,Argument
f3af44ae1f2211efb6cd28c2dd2980ba,4,1,40000,3,Himeko,Ruan Mei,Robin,Fu Xuan,Argument
f3af44ae1f2211efb6cd28c2dd2980ba,4,2,20720,3,Acheron,Silver Wolf,Aventurine,Pela,Verification
f3af44af1f2211efbf4128c2dd2980ba,4,1,34635,3,Robin,Ruan Mei,Himeko,Luocha,Argument
f3af44af1f2211efbf4128c2dd2980ba,4,2,33312,3,Acheron,Black Swan,Kafka,Sparkle,Verification
f3af44b01f2211ef856c28c2dd2980ba,4,1,38220,3,Himeko,Tingyun,Ruan Mei,Gallagher,Argument
f3af44b01f2211ef856c28c2dd2980ba,4,2,22488,3,Acheron,Pela,Fu Xuan,Silver Wolf,Verification
f3af44b11f2211ef908f28c2dd2980ba,4,1,27290,3,Fu Xuan,Ruan Mei,Himeko,Herta,Argument
f3af44b11f2211ef908f28c2dd2980ba,4,2,40000,3,Acheron,Kafka,Black Swan,Lynx,Verification
f3af44b21f2211efac6428c2dd2980ba,4,1,33130,3,Himeko,Robin,Fu Xuan,Clara,Argument
f3af44b21f2211efac6428c2dd2980ba,4,2,40000,3,Huohuo,Black Swan,Ruan Mei,Kafka,Rebuttal
f3af44b31f2211ef842e28c2dd2980ba,4,1,40000,3,Himeko,Aventurine,Clara,Ruan Mei,Argument
f3af44b31f2211ef842e28c2dd2980ba,4,2,23567,3,Bronya,Blade,Huohuo,Sparkle,Argument
f3af44b41f2211ef80d128c2dd2980ba,4,1,33257,3,Argenti,Herta,Ruan Mei,Aventurine,Argument
f3af44b41f2211ef80d128c2dd2980ba,4,2,29413,3,Black Swan,Sampo,Guinaifen,Lynx,Verification
f3af44b51f2211ef8e4028c2dd2980ba,4,1,36330,3,Robin,Ruan Mei,Himeko,Gallagher,Argument
f3af44b51f2211ef8e4028c2dd2980ba,4,2,40000,3,Huohuo,Kafka,Black Swan,Acheron,Verification
f3af44b61f2211ef918528c2dd2980ba,4,1,37415,3,Imaginary Trailblazer,Himeko,Ruan Mei,Gallagher,Argument
f3af44b61f2211ef918528c2dd2980ba,4,2,24500,3,Bronya,Blade,Fu Xuan,Sparkle,Argument
f3af44b71f2211efa25328c2dd2980ba,4,1,33010,3,Sparkle,Blade,Clara,Bronya,Argument
f3af44b71f2211efa25328c2dd2980ba,4,2,28565,3,Acheron,Kafka,Fire Trailblazer,Pela,Argument
f3af44b81f2211ef9c9628c2dd2980ba,4,1,26325,3,Acheron,Silver Wolf,Gallagher,Pela,Verification
f3af44b81f2211ef9c9628c2dd2980ba,4,2,36606,3,Kafka,Black Swan,Aventurine,Asta,Rebuttal
f3af44b91f2211efb34c28c2dd2980ba,4,1,40000,3,Huohuo,Argenti,Himeko,Asta,Argument
f3af44b91f2211efb34c28c2dd2980ba,4,2,40000,3,Luocha,Kafka,Black Swan,Acheron,Verification
f3af44ba1f2211efa78b28c2dd2980ba,4,1,37360,3,Gallagher,Herta,Blade,Ruan Mei,Argument
f3af44ba1f2211efa78b28c2dd2980ba,4,2,29400,3,Acheron,Aventurine,Pela,Bronya,Argument
f3af44bb1f2211ef829b28c2dd2980ba,4,1,22410,3,Sparkle,Acheron,Luocha,Pela,Rebuttal
f3af44bb1f2211ef829b28c2dd2980ba,4,2,38500,3,Black Swan,Kafka,Fu Xuan,Ruan Mei,Rebuttal
f3af44bc1f2211efa3de28c2dd2980ba,4,1,33479,3,Luocha,Ruan Mei,Kafka,Tingyun,Argument
f3af44bc1f2211efa3de28c2dd2980ba,4,2,35740,3,Fu Xuan,Acheron,Black Swan,Guinaifen,Verification
f3af44bd1f2211ef813e28c2dd2980ba,4,1,27520,2,Hanya,Argenti,Tingyun,Luocha,Argument
f3af44bd1f2211ef813e28c2dd2980ba,4,2,24920,2,Aventurine,Ruan Mei,Sampo,Kafka,Rebuttal
f3af44be1f2211ef8ebd28c2dd2980ba,4,1,36640,3,Aventurine,Clara,Robin,Topaz & Numby,Argument
f3af44be1f2211ef8ebd28c2dd2980ba,4,2,24435,3,Black Swan,Blade,Sampo,Luocha,Rebuttal
f3af44bf1f2211ef95f428c2dd2980ba,4,1,29282,2,Guinaifen,Kafka,Sparkle,Luocha,Rebuttal
f3af44bf1f2211ef95f428c2dd2980ba,4,2,23500,2,Acheron,Pela,Sampo,Bronya,Verification
f3af44c01f2211efaac128c2dd2980ba,4,1,40000,3,Himeko,Aventurine,Robin,Herta,Argument
f3af44c01f2211efaac128c2dd2980ba,4,2,21217,3,Pela,Gallagher,Sparkle,Acheron,Argument
f3af44c11f2211efb80528c2dd2980ba,4,1,40000,3,Dan Heng • Imbibitor Lunae,Ruan Mei,Bronya,Sparkle,Argument
f3af44c11f2211efb80528c2dd2980ba,4,2,40000,3,Acheron,Pela,Kafka,Fire Trailblazer,Verification
f3af44c21f2211efa90228c2dd2980ba,4,1,33052,2,Gallagher,Guinaifen,Luka,Ruan Mei,Rebuttal
f3af44c21f2211efa90228c2dd2980ba,4,2,23876,2,Blade,Jing Yuan,Sparkle,Robin,Argument
f3af44c31f2211efb5d028c2dd2980ba,4,1,30370,3,Fu Xuan,Clara,Himeko,Robin,Argument
f3af44c31f2211efb5d028c2dd2980ba,4,2,40000,3,Huohuo,Black Swan,Kafka,Ruan Mei,Rebuttal
f3af44c41f2211efb1e628c2dd2980ba,4,1,40000,3,Himeko,Argenti,Ruan Mei,Aventurine,Argument
f3af44c41f2211efb1e628c2dd2980ba,4,2,21969,3,Jing Yuan,Tingyun,Sparkle,Fu Xuan,Argument
f3af44c51f2211ef9a1828c2dd2980ba,4,1,29840,3,Sparkle,Tingyun,Argenti,Fu Xuan,Argument
f3af44c51f2211ef9a1828c2dd2980ba,4,2,36980,3,Black Swan,Acheron,Pela,Gallagher,Verification
f3af44c61f2211ef90a128c2dd2980ba,4,1,40000,3,Aventurine,Robin,Himeko,Herta,Argument
f3af44c61f2211ef90a128c2dd2980ba,4,2,40000,3,Huohuo,Ruan Mei,Black Swan,Kafka,Rebuttal
f3af44c71f2211efac7b28c2dd2980ba,4,1,40000,3,Ruan Mei,Blade,Bronya,Sparkle,Argument
f3af44c71f2211efac7b28c2dd2980ba,4,2,20440,3,Silver Wolf,Pela,Acheron,Aventurine,Verification
f3af44c81f2211ef8e0f28c2dd2980ba,4,1,28359,3,Acheron,Aventurine,Guinaifen,Sparkle,Argument
f3af44c81f2211ef8e0f28c2dd2980ba,4,2,40000,3,Kafka,Black Swan,Ruan Mei,Gallagher,Argument
f3af44c91f2211ef9ad728c2dd2980ba,4,1,30983,3,Himeko,Fu Xuan,Guinaifen,Ruan Mei,Argument
f3af44c91f2211ef9ad728c2dd2980ba,4,2,40000,3,Kafka,Robin,Black Swan,Aventurine,Argument
f3af44ca1f2211efb83d28c2dd2980ba,4,1,35280,3,Acheron,Guinaifen,Asta,Gepard,Rebuttal
f3af44ca1f2211efb83d28c2dd2980ba,4,2,26955,3,Jing Yuan,Tingyun,Robin,Ruan Mei,Argument
f3af44cb1f2211efbe9c28c2dd2980ba,4,1,40000,3,Robin,Argenti,Tingyun,Huohuo,Argument
f3af44cb1f2211efbe9c28c2dd2980ba,4,2,21895,3,Sparkle,Blade,Bronya,Luocha,Argument
f3af44cc1f2211ef958828c2dd2980ba,4,1,36095,3,Luocha,Himeko,Ruan Mei,Bronya,Argument
f3af44cc1f2211ef958828c2dd2980ba,4,2,32799,3,Fu Xuan,Sparkle,Acheron,Pela,Argument
f3af44cd1f2211ef9c7f28c2dd2980ba,4,1,40000,3,Himeko,Herta,Robin,Fu Xuan,Argument
f3af44cd1f2211ef9c7f28c2dd2980ba,4,2,29811,3,Acheron,Silver Wolf,Pela,Sparkle,Verification
f3af44ce1f2211ef9a8d28c2dd2980ba,4,1,30080,3,Acheron,Silver Wolf,Pela,Fu Xuan,Verification
f3af44ce1f2211ef9a8d28c2dd2980ba,4,2,36924,3,Kafka,Black Swan,Robin,Ruan Mei,Rebuttal
f3af44cf1f2211ef893328c2dd2980ba,4,1,26137,1,Argenti,Himeko,Robin,Aventurine,Argument
f3af44cf1f2211ef893328c2dd2980ba,4,2,20000,1,Jing Yuan,Blade,Ruan Mei,Fu Xuan,Rebuttal
f3af44d01f2211efa86028c2dd2980ba,4,1,25079,3,Acheron,Pela,Fu Xuan,Silver Wolf,Verification
f3af44d01f2211efa86028c2dd2980ba,4,2,40000,3,Kafka,Black Swan,Ruan Mei,Huohuo,Rebuttal
f3af44d11f2211efaf5728c2dd2980ba,4,1,34474,3,Argenti,Sparkle,Tingyun,Huohuo,Argument
f3af44d11f2211efaf5728c2dd2980ba,4,2,29375,3,Jing Yuan,Bronya,Ruan Mei,Robin,Argument
f3af44d21f2211ef912c28c2dd2980ba,4,1,40000,3,Kafka,Sampo,Ruan Mei,Luocha,Rebuttal
f3af44d21f2211ef912c28c2dd2980ba,4,2,21432,3,Acheron,Sparkle,Guinaifen,Gallagher,Verification
f3af44d31f2211ef961228c2dd2980ba,4,1,27024,3,Robin,Clara,Fu Xuan,Topaz & Numby,Argument
f3af44d31f2211ef961228c2dd2980ba,4,2,40000,3,Acheron,Black Swan,Gallagher,Kafka,Verification
f3af44d41f2211ef948728c2dd2980ba,4,1,40000,3,Himeko,Acheron,Sparkle,Huohuo,Rebuttal
f3af44d41f2211ef948728c2dd2980ba,4,2,40000,3,Kafka,Sampo,Ruan Mei,Black Swan,Verification
f3af44d51f2211efac0b28c2dd2980ba,4,1,40000,3,Robin,Aventurine,Ruan Mei,Herta,Argument
f3af44d51f2211efac0b28c2dd2980ba,4,2,30608,3,Black Swan,Sampo,Acheron,Asta,Verification
f3af44d61f2211ef9a2428c2dd2980ba,4,1,37230,3,Himeko,Ruan Mei,Clara,Gallagher,Argument
f3af44d61f2211ef9a2428c2dd2980ba,4,2,32345,3,Acheron,Sparkle,Fu Xuan,Pela,Argument
f3af44d71f2211efb6f428c2dd2980ba,4,1,37100,3,Topaz & Numby,Aventurine,Clara,Robin,Argument
f3af44d71f2211efb6f428c2dd2980ba,4,2,27557,3,Acheron,Sparkle,Fu Xuan,Pela,Argument
f3af44d81f2211ef847d28c2dd2980ba,4,1,32310,3,Acheron,Pela,Silver Wolf,Huohuo,Verification
f3af44d81f2211ef847d28c2dd2980ba,4,2,40000,3,Kafka,Black Swan,Ruan Mei,Robin,Argument
f3af44d91f2211efb4ca28c2dd2980ba,4,1,29977,3,Himeko,Huohuo,Ruan Mei,Clara,Argument
f3af44d91f2211efb4ca28c2dd2980ba,4,2,40000,3,Kafka,Black Swan,Acheron,Aventurine,Verification
f3af44da1f2211ef973428c2dd2980ba,4,1,34460,3,Herta,Himeko,Aventurine,Robin,Argument
f3af44da1f2211ef973428c2dd2980ba,4,2,27835,3,Black Swan,Sampo,Luocha,Guinaifen,Verification
f3af44db1f2211ef8c8b28c2dd2980ba,4,1,27579,3,Acheron,Pela,Aventurine,Guinaifen,Verification
f3af44db1f2211ef8c8b28c2dd2980ba,4,2,40000,3,Kafka,Ruan Mei,Black Swan,Fu Xuan,Argument
f3af44dc1f2211efb31328c2dd2980ba,4,1,20772,1,Guinaifen,Himeko,Ruan Mei,Imaginary Trailblazer,Argument
f3af44dc1f2211efb31328c2dd2980ba,4,2,27945,1,Kafka,Acheron,Sampo,Aventurine,Verification
f3af44dd1f2211efb32028c2dd2980ba,4,1,38190,3,Himeko,Aventurine,Clara,Robin,Argument
f3af44dd1f2211efb32028c2dd2980ba,4,2,29476,3,Kafka,Black Swan,Acheron,Sampo,Verification
f3af6b9c1f2211efbb6b28c2dd2980ba,4,1,40000,3,Aventurine,Argenti,Himeko,Robin,Argument
f3af6b9c1f2211efbb6b28c2dd2980ba,4,2,22965,3,Huohuo,Jing Yuan,Sparkle,Tingyun,Argument
f3af6b9d1f2211efb0c828c2dd2980ba,4,1,35670,2,Herta,Himeko,Ruan Mei,Luocha,Argument
f3af6b9d1f2211efb0c828c2dd2980ba,4,2,19903,2,Black Swan,Jing Yuan,Fu Xuan,Sparkle,Rebuttal
f3af6b9e1f2211efbd3928c2dd2980ba,4,1,33060,3,Huohuo,Argenti,Himeko,Robin,Argument
f3af6b9e1f2211efbd3928c2dd2980ba,4,2,40000,3,Kafka,Black Swan,Ruan Mei,Acheron,Verification
f3af6b9f1f2211efa58028c2dd2980ba,4,1,29550,3,Himeko,Herta,Ruan Mei,Fu Xuan,Argument
f3af6b9f1f2211efa58028c2dd2980ba,4,2,40000,3,Kafka,Black Swan,Guinaifen,Huohuo,Verification
f3af6ba01f2211efb9ca28c2dd2980ba,4,1,40000,3,Himeko,Herta,Robin,Aventurine,Argument
f3af6ba01f2211efb9ca28c2dd2980ba,4,2,32550,3,Acheron,Guinaifen,Pela,Fu Xuan,Verification
f3af6ba11f2211efaf1a28c2dd2980ba,4,1,24424,3,Clara,Guinaifen,Herta,Fu Xuan,Argument
f3af6ba11f2211efaf1a28c2dd2980ba,4,2,40000,3,Black Swan,Kafka,Ruan Mei,Huohuo,Rebuttal
f3af6ba21f2211efaaaa28c2dd2980ba,4,1,34350,3,Acheron,Guinaifen,Pela,Huohuo,Verification
f3af6ba21f2211efaaaa28c2dd2980ba,4,2,34460,3,Kafka,Black Swan,Ruan Mei,Tingyun,Rebuttal
f3af6ba31f2211ef801f28c2dd2980ba,4,1,40000,3,Himeko,Imaginary Trailblazer,Robin,Aventurine,Argument
f3af6ba31f2211ef801f28c2dd2980ba,4,2,21162,3,Serval,Tingyun,Ruan Mei,Fu Xuan,Rebuttal
f3af6ba41f2211ef923028c2dd2980ba,4,1,32302,3,Acheron,Silver Wolf,Gepard,Pela,Verification
f3af6ba41f2211ef923028c2dd2980ba,4,2,29575,3,Black Swan,Sampo,Guinaifen,Ruan Mei,Verification
f3af6ba51f2211ef97f628c2dd2980ba,4,1,37300,3,Sparkle,Clara,Fu Xuan,Seele,Argument
f3af6ba51f2211ef97f628c2dd2980ba,4,2,22812,3,Jing Yuan,Ruan Mei,Tingyun,Gallagher,Verification
f3af6ba61f2211ef9ba428c2dd2980ba,4,1,40000,3,Aventurine,Argenti,Robin,Sparkle,Argument
f3af6ba61f2211ef9ba428c2dd2980ba,4,2,40000,3,Huohuo,Kafka,Black Swan,Ruan Mei,Rebuttal
f3af6ba71f2211efb0c528c2dd2980ba,4,1,36850,3,Himeko,Robin,Luocha,Clara,Argument
f3af6ba71f2211efb0c528c2dd2980ba,4,2,28340,3,Acheron,Pela,Silver Wolf,Sparkle,Verification
f3af6ba81f2211efb89628c2dd2980ba,4,1,30375,3,Himeko,Robin,Clara,Fu Xuan,Argument
f3af6ba81f2211efb89628c2dd2980ba,4,2,40000,3,Kafka,Acheron,Ruan Mei,Black Swan,Rebuttal
f3af6ba91f2211ef96c928c2dd2980ba,4,1,40000,3,Acheron,Silver Wolf,Gepard,Pela,Verification
f3af6ba91f2211ef96c928c2dd2980ba,4,2,22531,3,Luocha,Blade,Clara,Bronya,Argument
f3af6baa1f2211efbb6a28c2dd2980ba,4,1,35735,3,Himeko,Ruan Mei,Imaginary Trailblazer,Gallagher,Argument
f3af6baa1f2211efbb6a28c2dd2980ba,4,2,28804,3,Acheron,Tingyun,Pela,Welt,Verification
f3af6bab1f2211ef96c628c2dd2980ba,4,1,40000,3,Himeko,Herta,Aventurine,Robin,Argument
f3af6bab1f2211ef96c628c2dd2980ba,4,2,40000,3,Kafka,Black Swan,Ruan Mei,Acheron,Verification
f3af6bac1f2211ef849228c2dd2980ba,4,1,40000,3,Topaz & Numby,Aventurine,Robin,Himeko,Argument
f3af6bac1f2211ef849228c2dd2980ba,4,2,30960,3,Jing Yuan,Tingyun,Sparkle,Huohuo,Argument
f3af6bad1f2211efafee28c2dd2980ba,4,1,33231,3,Luocha,Guinaifen,Himeko,Ruan Mei,Argument
f3af6bad1f2211efafee28c2dd2980ba,4,2,36454,3,Sampo,Black Swan,Kafka,Acheron,Verification
f3af6bae1f2211efbe4928c2dd2980ba,4,1,40000,3,Herta,Robin,Aventurine,Ruan Mei,Argument
f3af6bae1f2211efbe4928c2dd2980ba,4,2,28219,3,Jing Yuan,Tingyun,Sparkle,Huohuo,Argument
f3af6baf1f2211efbfee28c2dd2980ba,4,1,40000,3,Himeko,Robin,Aventurine,Herta,Argument
f3af6baf1f2211efbfee28c2dd2980ba,4,2,40000,3,Kafka,Ruan Mei,Fu Xuan,Black Swan,Argument
f3af6bb01f2211efac5128c2dd2980ba,4,1,32561,2,Himeko,Clara,Sparkle,Huohuo,Argument
f3af6bb01f2211efac5128c2dd2980ba,4,2,26390,2,Ruan Mei,Kafka,Sampo,Gallagher,Rebuttal
f3af6bb11f2211ef946428c2dd2980ba,4,1,38400,3,Kafka,Robin,Black Swan,Huohuo,Argument
f3af6bb11f2211ef946428c2dd2980ba,4,2,29160,3,Acheron,Sampo,Gallagher,Ruan Mei,Argument
f3af6bb21f2211efa38328c2dd2980ba,4,1,36940,3,Clara,Aventurine,Ruan Mei,Topaz & Numby,Argument
f3af6bb21f2211efa38328c2dd2980ba,4,2,32126,3,Tingyun,Robin,Sparkle,Seele,Argument
f3af6bb31f2211efba7f28c2dd2980ba,4,1,40000,3,Jingliu,Blade,Ruan Mei,Bronya,Argument
f3af6bb31f2211efba7f28c2dd2980ba,4,2,20614,3,Jing Yuan,Tingyun,Pela,Fu Xuan,Argument
f3af6bb41f2211ef953a28c2dd2980ba,4,1,35380,3,Fu Xuan,Ruan Mei,Argenti,Himeko,Argument
f3af6bb41f2211ef953a28c2dd2980ba,4,2,32390,3,Jing Yuan,Robin,Sparkle,Tingyun,Argument
f3af6bb51f2211ef801028c2dd2980ba,4,1,29926,1,Sparkle,Gallagher,Herta,Pela,Argument
f3af6bb51f2211ef801028c2dd2980ba,4,2,18578,1,Imaginary Trailblazer,Blade,Bronya,Luocha,Argument
f3af6bb61f2211efad5a28c2dd2980ba,4,1,40000,3,Acheron,Sparkle,Aventurine,Guinaifen,Argument
f3af6bb61f2211efad5a28c2dd2980ba,4,2,40000,3,Kafka,Black Swan,Ruan Mei,Luocha,Argument
f3af6bb71f2211efb53b28c2dd2980ba,4,1,24119,3,Seele,Sparkle,Fu Xuan,Tingyun,Argument
f3af6bb71f2211efb53b28c2dd2980ba,4,2,40000,3,Kafka,Black Swan,Ruan Mei,Huohuo,Rebuttal
f3af6bb81f2211efb99c28c2dd2980ba,4,1,40000,3,Luocha,Clara,Himeko,Ruan Mei,Argument
f3af6bb81f2211efb99c28c2dd2980ba,4,2,33068,3,Acheron,Kafka,Pela,Sparkle,Verification
f3af6bb91f2211ef950628c2dd2980ba,4,1,40000,3,Himeko,Sparkle,Topaz & Numby,Aventurine,Argument
f3af6bb91f2211ef950628c2dd2980ba,4,2,40000,3,Kafka,Robin,Black Swan,Luocha,Rebuttal
f3af6bba1f2211efa1de28c2dd2980ba,4,1,40000,3,Himeko,Aventurine,Ruan Mei,Herta,Argument
f3af6bba1f2211efa1de28c2dd2980ba,4,2,40000,3,Acheron,Kafka,Black Swan,Luocha,Verification
