uid,floor,node,round_num,star_num,ch1,ch2,ch3,ch4,buff
0adfb440dc5c11ee853e28c2dd2980ba,4,1,36350,3,Fu Xuan,Pela,Herta,Himeko,Blarney
0adfb440dc5c11ee853e28c2dd2980ba,4,2,40000,3,Luocha,Sparkle,Tingyun,Clara,Blarney
0adfb441dc5c11eeb0db28c2dd2980ba,4,1,25690,2,Himeko,Herta,Blade,Luocha,Blarney
0adfb441dc5c11eeb0db28c2dd2980ba,4,2,32150,2,Jing Yuan,Sparkle,Tingyun,Fu Xuan,Blarney
0adfb442dc5c11ee881c28c2dd2980ba,4,1,40000,2,Himeko,Herta,Ruan Mei,Fu Xuan,Blarney
0adfb442dc5c11ee881c28c2dd2980ba,4,2,18680,2,Jingliu,Serval,Bronya,Huohuo,Flattery
0adfb443dc5c11eeae9528c2dd2980ba,4,1,36750,3,Sparkle,Herta,Ruan Mei,Fu Xuan,Blarney
0adfb443dc5c11eeae9528c2dd2980ba,4,2,23305,3,Bronya,Jing Yuan,Tingyun,Lynx,Blarney
0adfb444dc5c11eebed728c2dd2980ba,4,1,25974,3,Bailu,Ruan Mei,Topaz & Numby,Jingliu,Blarney
0adfb444dc5c11eebed728c2dd2980ba,4,2,36708,3,Luocha,Sparkle,Jing Yuan,Tingyun,Blarney
0adfb445dc5c11eeba8228c2dd2980ba,4,1,36400,3,Herta,Ruan Mei,Himeko,Fu Xuan,Spiel
0adfb445dc5c11eeba8228c2dd2980ba,4,2,35372,3,Dan Heng • Imbibitor Lunae,Sparkle,Tingyun,Huohuo,Flattery
0adfb446dc5c11ee83ec28c2dd2980ba,4,1,35950,3,Clara,Luocha,Ruan Mei,Himeko,Blarney
0adfb446dc5c11ee83ec28c2dd2980ba,4,2,35000,3,Huohuo,Sparkle,Tingyun,Jing Yuan,Flattery
0adfb447dc5c11eeb9aa28c2dd2980ba,4,1,40000,3,Himeko,Herta,Ruan Mei,Fu Xuan,Blarney
0adfb447dc5c11eeb9aa28c2dd2980ba,4,2,40000,3,Jing Yuan,Bronya,Huohuo,Blade,Blarney
0adfb448dc5c11ee84ad28c2dd2980ba,4,1,35135,3,Jing Yuan,Ruan Mei,Clara,Fu Xuan,Blarney
0adfb448dc5c11ee84ad28c2dd2980ba,4,2,26224,3,Dan Heng • Imbibitor Lunae,Bronya,Tingyun,Huohuo,Flattery
0adfb449dc5c11ee881828c2dd2980ba,4,1,40000,3,Himeko,Ruan Mei,Luocha,Silver Wolf,Blarney
0adfb449dc5c11ee881828c2dd2980ba,4,2,40000,3,Jing Yuan,Sparkle,Fu Xuan,Pela,Blarney
0adfb44adc5c11eeb15e28c2dd2980ba,4,1,30050,3,Topaz & Numby,Ruan Mei,Bronya,Fu Xuan,Blarney
0adfb44adc5c11eeb15e28c2dd2980ba,4,2,35868,3,Jing Yuan,Luocha,Tingyun,Sparkle,Blarney
0adfb44bdc5c11ee82c828c2dd2980ba,4,1,33921,3,Fire Trailblazer,Ruan Mei,Himeko,Herta,Spiel
0adfb44bdc5c11ee82c828c2dd2980ba,4,2,26617,3,Fu Xuan,Bronya,Jing Yuan,Tingyun,Spiel
0adfb44cdc5c11eebec628c2dd2980ba,4,1,30463,3,Sparkle,Himeko,Herta,Fu Xuan,Blarney
0adfb44cdc5c11eebec628c2dd2980ba,4,2,29945,3,Serval,Kafka,Ruan Mei,Black Swan,Flattery
0adfb44ddc5c11ee8c4528c2dd2980ba,4,1,40000,3,Fu Xuan,Himeko,Herta,Ruan Mei,Blarney
0adfb44ddc5c11ee8c4528c2dd2980ba,4,2,25987,3,Huohuo,Jingliu,Bronya,Tingyun,Flattery
0adfb44edc5c11eeb05528c2dd2980ba,4,1,34288,3,Himeko,Ruan Mei,Herta,Fu Xuan,Blarney
0adfb44edc5c11eeb05528c2dd2980ba,4,2,40000,3,Jing Yuan,Sparkle,Tingyun,Huohuo,Flattery
0adfb44fdc5c11eead8f28c2dd2980ba,4,1,24599,3,Blade,Jingliu,Tingyun,Lynx,Flattery
0adfb44fdc5c11eead8f28c2dd2980ba,4,2,36120,3,Argenti,Herta,Pela,Ruan Mei,Flattery
0adfb450dc5c11eeabe528c2dd2980ba,4,1,36150,3,Huohuo,Ruan Mei,Himeko,Herta,Blarney
0adfb450dc5c11eeabe528c2dd2980ba,4,2,25182,3,Bailu,Tingyun,Kafka,Black Swan,Flattery
0adfb451dc5c11eeaed128c2dd2980ba,4,1,27040,3,Himeko,Sparkle,Pela,Fu Xuan,Flattery
0adfb451dc5c11eeaed128c2dd2980ba,4,2,40000,3,Jingliu,Blade,Ruan Mei,Huohuo,Flattery
0adfb452dc5c11ee935928c2dd2980ba,4,1,22973,3,Fu Xuan,Jingliu,Bronya,Pela,Flattery
0adfb452dc5c11ee935928c2dd2980ba,4,2,40000,3,Clara,Luocha,Sparkle,Tingyun,Blarney
0adfb453dc5c11eea33228c2dd2980ba,4,1,23835,3,Jingliu,Black Swan,Himeko,Pela,Flattery
0adfb453dc5c11eea33228c2dd2980ba,4,2,40000,3,Qingque,Sparkle,Fu Xuan,Clara,Blarney
0adfb454dc5c11ee9f1e28c2dd2980ba,4,1,40000,3,Luocha,Herta,Himeko,Pela,Blarney
0adfb454dc5c11ee9f1e28c2dd2980ba,4,2,40000,3,Tingyun,Argenti,Blade,Huohuo,Flattery
0adfb455dc5c11ee9a1928c2dd2980ba,4,1,28331,3,Pela,Herta,Himeko,Luocha,Blarney
0adfb455dc5c11ee9a1928c2dd2980ba,4,2,40000,3,Ruan Mei,Tingyun,Jing Yuan,Fu Xuan,Blarney
0adfb456dc5c11ee85b928c2dd2980ba,4,1,29124,3,Argenti,Pela,Himeko,Ruan Mei,Flattery
0adfb456dc5c11ee85b928c2dd2980ba,4,2,40000,3,Luocha,Clara,Blade,Tingyun,Blarney
0adfb457dc5c11ee9b8f28c2dd2980ba,4,1,29399,3,Luocha,Ruan Mei,Himeko,Jingliu,Flattery
0adfb457dc5c11ee9b8f28c2dd2980ba,4,2,40000,3,Fu Xuan,Kafka,Black Swan,Blade,Blarney
0adfb458dc5c11ee84ed28c2dd2980ba,4,1,26165,3,Fire Trailblazer,Asta,Tingyun,Argenti,Flattery
0adfb458dc5c11ee84ed28c2dd2980ba,4,2,35215,3,Luocha,Ruan Mei,Bronya,Jing Yuan,Blarney
0adfb459dc5c11eead5f28c2dd2980ba,4,1,27393,3,Fu Xuan,Topaz & Numby,Jing Yuan,Ruan Mei,Blarney
0adfb459dc5c11eead5f28c2dd2980ba,4,2,33035,3,Luocha,Bronya,Blade,Clara,Blarney
0adfb45adc5c11eeb74e28c2dd2980ba,4,1,23189,3,Jingliu,Topaz & Numby,Ruan Mei,Luocha,Flattery
0adfb45adc5c11eeb74e28c2dd2980ba,4,2,40000,3,Jing Yuan,Sparkle,Tingyun,Fu Xuan,Blarney
0adfb45bdc5c11eead4128c2dd2980ba,4,1,35510,3,Fu Xuan,Ruan Mei,Himeko,Herta,Spiel
0adfb45bdc5c11eead4128c2dd2980ba,4,2,32150,3,Luocha,Sparkle,Tingyun,Jing Yuan,Blarney
0adfb45cdc5c11ee826f28c2dd2980ba,4,1,40000,3,Ruan Mei,Himeko,Herta,Fu Xuan,Spiel
0adfb45cdc5c11ee826f28c2dd2980ba,4,2,40000,3,Huohuo,Bronya,Dan Heng • Imbibitor Lunae,Sparkle,Flattery
0adfb45ddc5c11eeb9ba28c2dd2980ba,4,1,40000,3,Himeko,Herta,Ruan Mei,Topaz & Numby,Blarney
0adfb45ddc5c11eeb9ba28c2dd2980ba,4,2,30783,3,Jing Yuan,Sparkle,Tingyun,Welt,Flattery
0adfb45edc5c11eebb4d28c2dd2980ba,4,1,40000,3,Himeko,Ruan Mei,Herta,Xueyi,Spiel
0adfb45edc5c11eebb4d28c2dd2980ba,4,2,25032,3,Dan Heng • Imbibitor Lunae,Bronya,Luocha,Kafka,Flattery
0adfb45fdc5c11eea09c28c2dd2980ba,4,1,36650,3,Fu Xuan,Himeko,Herta,Sparkle,Spiel
0adfb45fdc5c11eea09c28c2dd2980ba,4,2,24561,3,Huohuo,Kafka,Black Swan,Tingyun,Spiel
0adfb460dc5c11eeb3f428c2dd2980ba,4,1,30151,3,Himeko,Herta,Ruan Mei,Pela,Flattery
0adfb460dc5c11eeb3f428c2dd2980ba,4,2,40000,3,Jing Yuan,Tingyun,Sparkle,Fu Xuan,Flattery
0adfb461dc5c11eea4e228c2dd2980ba,4,1,40000,3,Herta,Ruan Mei,Topaz & Numby,Himeko,Blarney
0adfb461dc5c11eea4e228c2dd2980ba,4,2,24774,3,Xueyi,Jing Yuan,Huohuo,Kafka,Spiel
0adfb462dc5c11eea9b328c2dd2980ba,4,1,40000,3,Himeko,Herta,Sparkle,Fu Xuan,Blarney
0adfb462dc5c11eea9b328c2dd2980ba,4,2,40000,3,Hanya,Tingyun,Jing Yuan,Huohuo,Flattery
0adfb463dc5c11ee99a828c2dd2980ba,4,1,40000,3,Fu Xuan,Ruan Mei,Himeko,Herta,Blarney
0adfb463dc5c11ee99a828c2dd2980ba,4,2,40000,3,Black Swan,Sparkle,Tingyun,Argenti,Flattery
0adfb464dc5c11ee806728c2dd2980ba,4,1,34527,3,Luocha,Sparkle,Herta,Tingyun,Blarney
0adfb464dc5c11ee806728c2dd2980ba,4,2,40000,3,Blade,Jing Yuan,Lynx,Ruan Mei,Blarney
0adfb465dc5c11ee9d7e28c2dd2980ba,4,1,40000,3,Himeko,Herta,Ruan Mei,Fu Xuan,Spiel
0adfb465dc5c11ee9d7e28c2dd2980ba,4,2,25137,3,Dr. Ratio,Topaz & Numby,Asta,Luocha,Blarney
0adfb466dc5c11ee850428c2dd2980ba,4,1,40000,3,Fu Xuan,Clara,Herta,Ruan Mei,Blarney
0adfb466dc5c11ee850428c2dd2980ba,4,2,20000,3,Huohuo,Dr. Ratio,Kafka,Sparkle,Blarney
0adfb467dc5c11ee834528c2dd2980ba,4,1,34550,3,Topaz & Numby,Herta,Asta,Fire Trailblazer,Blarney
0adfb467dc5c11ee834528c2dd2980ba,4,2,40000,3,Jing Yuan,Tingyun,Ruan Mei,March 7th,Flattery
0adfb468dc5c11ee840028c2dd2980ba,4,1,24112,3,Seele,Herta,Sparkle,Fire Trailblazer,Blarney
0adfb468dc5c11ee840028c2dd2980ba,4,2,40000,3,Hanya,Argenti,Tingyun,Huohuo,Flattery
0adfb469dc5c11eeb51428c2dd2980ba,4,1,28607,3,Fu Xuan,Ruan Mei,Himeko,Tingyun,Spiel
0adfb469dc5c11eeb51428c2dd2980ba,4,2,40000,3,Luocha,Sparkle,Dan Heng • Imbibitor Lunae,Bronya,Flattery
0adfb46adc5c11ee820628c2dd2980ba,4,1,23058,3,Jingliu,Bronya,Ruan Mei,Luocha,Flattery
0adfb46adc5c11ee820628c2dd2980ba,4,2,40000,3,Jing Yuan,Sparkle,Tingyun,Fu Xuan,Flattery
0adfb46bdc5c11eebbe928c2dd2980ba,4,1,40000,3,Herta,Himeko,Ruan Mei,Fu Xuan,Blarney
0adfb46bdc5c11eebbe928c2dd2980ba,4,2,32150,3,Jing Yuan,Sparkle,Xueyi,Huohuo,Blarney
0adfb46cdc5c11eebe2d28c2dd2980ba,4,1,36050,3,Himeko,Herta,Ruan Mei,Huohuo,Spiel
0adfb46cdc5c11eebe2d28c2dd2980ba,4,2,36708,3,Clara,Fu Xuan,Tingyun,Bronya,Blarney
0adfb46ddc5c11ee8cc228c2dd2980ba,4,1,31642,3,Herta,Himeko,Ruan Mei,Luocha,Flattery
0adfb46ddc5c11ee8cc228c2dd2980ba,4,2,33600,3,Jing Yuan,Tingyun,Bronya,Fu Xuan,Blarney
0adfb46edc5c11eea7c628c2dd2980ba,4,1,33407,3,Jingliu,Blade,Ruan Mei,Huohuo,Flattery
0adfb46edc5c11eea7c628c2dd2980ba,4,2,40000,3,Dr. Ratio,Sparkle,Clara,Fu Xuan,Blarney
0adfb46fdc5c11eebaea28c2dd2980ba,4,1,28122,3,Dr. Ratio,Fu Xuan,Topaz & Numby,Ruan Mei,Blarney
0adfb46fdc5c11eebaea28c2dd2980ba,4,2,40000,3,Sparkle,Dan Heng • Imbibitor Lunae,Tingyun,Luocha,Flattery
0adfb470dc5c11eeb61928c2dd2980ba,4,1,30600,3,Argenti,Bronya,Ruan Mei,Luocha,Flattery
0adfb470dc5c11eeb61928c2dd2980ba,4,2,40000,3,Jing Yuan,Sparkle,Tingyun,Huohuo,Blarney
0adfb471dc5c11ee8fc328c2dd2980ba,4,1,28481,3,Bronya,Sparkle,Jingliu,Luocha,Flattery
0adfb471dc5c11ee8fc328c2dd2980ba,4,2,35597,3,Jing Yuan,Dr. Ratio,Ruan Mei,Blade,Blarney
0adfb472dc5c11eeaecb28c2dd2980ba,4,1,25748,3,Jingliu,Ruan Mei,Herta,Lynx,Spiel
0adfb472dc5c11eeaecb28c2dd2980ba,4,2,40000,3,Jing Yuan,Tingyun,Sparkle,Fu Xuan,Blarney
0adfb473dc5c11ee9ecf28c2dd2980ba,4,1,40000,3,Himeko,Herta,Ruan Mei,Luocha,Blarney
0adfb473dc5c11ee9ecf28c2dd2980ba,4,2,40000,3,Clara,Sparkle,Asta,Tingyun,Blarney
0adfb474dc5c11ee9e1928c2dd2980ba,4,1,40000,3,Himeko,Fu Xuan,Topaz & Numby,Herta,Spiel
0adfb474dc5c11ee9e1928c2dd2980ba,4,2,40000,3,Kafka,Black Swan,Ruan Mei,Tingyun,Spiel
0adfb475dc5c11eeb6de28c2dd2980ba,4,1,35645,3,Huohuo,Pela,Herta,Ruan Mei,Flattery
0adfb475dc5c11eeb6de28c2dd2980ba,4,2,28126,3,Serval,Tingyun,Bronya,Fu Xuan,Flattery
0adfb476dc5c11eea4bd28c2dd2980ba,4,1,40000,3,Himeko,Sparkle,Tingyun,Fu Xuan,Flattery
0adfb476dc5c11eea4bd28c2dd2980ba,4,2,36156,3,Luocha,Ruan Mei,Blade,Bronya,Flattery
0adfb477dc5c11ee8b6b28c2dd2980ba,4,1,28728,3,Topaz & Numby,Clara,Herta,Luocha,Blarney
0adfb477dc5c11ee8b6b28c2dd2980ba,4,2,31450,3,Jing Yuan,Tingyun,Ruan Mei,Fu Xuan,Blarney
0adfb478dc5c11ee844b28c2dd2980ba,4,1,40000,3,Fu Xuan,Himeko,Herta,Pela,Blarney
0adfb478dc5c11ee844b28c2dd2980ba,4,2,40000,3,Luocha,Sparkle,Clara,Dr. Ratio,Blarney
0adfb479dc5c11eeb32128c2dd2980ba,4,1,27450,3,Jingliu,Sparkle,Bronya,Fu Xuan,Flattery
0adfb479dc5c11eeb32128c2dd2980ba,4,2,35964,3,Kafka,Black Swan,Ruan Mei,Huohuo,Flattery
0adfb47adc5c11eeb64c28c2dd2980ba,4,1,40000,3,Herta,Ruan Mei,Himeko,Huohuo,Spiel
0adfb47adc5c11eeb64c28c2dd2980ba,4,2,29579,3,Clara,Lynx,Dr. Ratio,Topaz & Numby,Blarney
0adfb47bdc5c11eeb69f28c2dd2980ba,4,1,30350,3,Topaz & Numby,Dr. Ratio,Luocha,Asta,Blarney
0adfb47bdc5c11eeb69f28c2dd2980ba,4,2,40000,3,Tingyun,Jing Yuan,Bailu,Sparkle,Blarney
0adfb47cdc5c11ee871228c2dd2980ba,4,1,40000,3,Himeko,Herta,Sparkle,Fu Xuan,Blarney
0adfb47cdc5c11ee871228c2dd2980ba,4,2,26456,3,Ruan Mei,Kafka,Black Swan,Lynx,Spiel
0adfb47ddc5c11ee82da28c2dd2980ba,4,1,30606,1,Himeko,Herta,Sparkle,Fu Xuan,Spiel
0adfb47ddc5c11ee82da28c2dd2980ba,4,2,16621,1,Kafka,Sampo,Ruan Mei,Luocha,Flattery
0adfb47edc5c11eeb51628c2dd2980ba,4,1,25894,1,Ruan Mei,Jingliu,Pela,Asta,Flattery
0adfb47edc5c11eeb51628c2dd2980ba,4,2,20665,1,Dr. Ratio,Clara,Kafka,Lynx,Spiel
0adfb47fdc5c11ee8d0428c2dd2980ba,4,1,35450,3,Fu Xuan,Herta,Himeko,Ruan Mei,Flattery
0adfb47fdc5c11ee8d0428c2dd2980ba,4,2,40000,3,Huohuo,Jing Yuan,Sparkle,Tingyun,Blarney
0adfb480dc5c11eeb6c128c2dd2980ba,4,1,30349,3,Herta,Himeko,Ruan Mei,Luocha,Flattery
0adfb480dc5c11eeb6c128c2dd2980ba,4,2,40000,3,Jing Yuan,Fu Xuan,Tingyun,Sparkle,Flattery
0adfb481dc5c11eeb5bc28c2dd2980ba,4,1,28135,3,Clara,Luocha,Topaz & Numby,Dr. Ratio,Blarney
0adfb481dc5c11eeb5bc28c2dd2980ba,4,2,40000,3,Huohuo,Jing Yuan,Tingyun,Ruan Mei,Blarney
0adfb482dc5c11eea8de28c2dd2980ba,4,1,22379,3,Himeko,Sparkle,Tingyun,Fu Xuan,Spiel
0adfb482dc5c11eea8de28c2dd2980ba,4,2,40000,3,Kafka,Black Swan,Ruan Mei,Huohuo,Flattery
0adfb483dc5c11eeaa0028c2dd2980ba,4,1,40000,3,Himeko,Herta,Ruan Mei,Asta,Blarney
0adfb483dc5c11eeaa0028c2dd2980ba,4,2,40000,3,Seele,Sparkle,Pela,Fu Xuan,Flattery
0adfb484dc5c11ee815628c2dd2980ba,4,1,40000,3,Herta,Topaz & Numby,Sparkle,Fu Xuan,Spiel
0adfb484dc5c11ee815628c2dd2980ba,4,2,33768,3,Clara,Kafka,Ruan Mei,Huohuo,Spiel
0adfb485dc5c11ee961c28c2dd2980ba,4,1,26462,3,Clara,Tingyun,Guinaifen,Himeko,Blarney
0adfb485dc5c11ee961c28c2dd2980ba,4,2,40000,3,Huohuo,Ruan Mei,Black Swan,Kafka,Spiel
0adfb486dc5c11eea21328c2dd2980ba,4,1,40000,3,Himeko,Herta,Topaz & Numby,Ruan Mei,Blarney
0adfb486dc5c11eea21328c2dd2980ba,4,2,40000,3,Clara,Fu Xuan,Sparkle,Tingyun,Blarney
0adfb487dc5c11eeb18928c2dd2980ba,4,1,28330,3,Jingliu,Bailu,Ruan Mei,Herta,Blarney
0adfb487dc5c11eeb18928c2dd2980ba,4,2,40000,3,Fu Xuan,Tingyun,Sparkle,Jing Yuan,Blarney
0adfb488dc5c11ee916728c2dd2980ba,4,1,40000,3,Herta,Fu Xuan,Seele,Ruan Mei,Flattery
0adfb488dc5c11ee916728c2dd2980ba,4,2,40000,3,Clara,Sparkle,Lynx,Tingyun,Blarney
0adfb489dc5c11eebff928c2dd2980ba,4,1,40000,3,Fu Xuan,Himeko,Sparkle,Topaz & Numby,Blarney
0adfb489dc5c11eebff928c2dd2980ba,4,2,40000,3,Huohuo,Black Swan,Kafka,Ruan Mei,Flattery
0adfb48adc5c11eea2fc28c2dd2980ba,4,1,40000,3,Himeko,Ruan Mei,Herta,Pela,Spiel
0adfb48adc5c11eea2fc28c2dd2980ba,4,2,40000,3,Clara,Sparkle,Topaz & Numby,Tingyun,Spiel
0adfb48bdc5c11ee840b28c2dd2980ba,4,1,35256,3,Himeko,Herta,Fu Xuan,Sparkle,Blarney
0adfb48bdc5c11ee840b28c2dd2980ba,4,2,28600,3,Kafka,Ruan Mei,Luocha,Black Swan,Flattery
0adfb48cdc5c11eea93828c2dd2980ba,4,1,22206,3,Silver Wolf,Fu Xuan,Seele,Sparkle,Flattery
0adfb48cdc5c11eea93828c2dd2980ba,4,2,40000,3,Bronya,Clara,Blade,Jing Yuan,Blarney
0adfb48ddc5c11eeb25a28c2dd2980ba,4,1,36250,3,Fu Xuan,Ruan Mei,Himeko,Herta,Blarney
0adfb48ddc5c11eeb25a28c2dd2980ba,4,2,28600,3,Blade,Lynx,Tingyun,Jingliu,Flattery
0adfb48edc5c11ee946c28c2dd2980ba,4,1,40000,3,Fu Xuan,Himeko,Herta,Pela,Blarney
0adfb48edc5c11ee946c28c2dd2980ba,4,2,40000,3,Ruan Mei,Kafka,Black Swan,Huohuo,Flattery
