uid,floor,node,round_num,star_num,ch1,ch2,ch3,ch4
d9d3f89ce67b11ee930f28c2dd2980ba,10,2,5,3,Kafka,Lynx,Black Swan,Hanya
d9d3f89de67b11ee9eb628c2dd2980ba,12,1,8,3,Huohuo,Ruan Mei,Black Swan,Welt
d9d3f89de67b11ee9eb628c2dd2980ba,12,2,8,3,Fu Xuan,Sparkle,Dr. Ratio,Kafka
d9d3f89de67b11ee9eb628c2dd2980ba,11,1,6,3,Fu Xuan,Sparkle,Silver Wolf,Seele
d9d3f89de67b11ee9eb628c2dd2980ba,11,2,6,3,Huohuo,Ruan Mei,Black Swan,Kafka
d9d3f89de67b11ee9eb628c2dd2980ba,10,1,3,3,Fu Xuan,Sparkle,Silver Wolf,Black Swan
d9d3f89de67b11ee9eb628c2dd2980ba,10,2,3,3,Huohuo,Ruan Mei,Argenti,Kafka
d9d3f89ee67b11ee824728c2dd2980ba,12,1,9,3,Fu Xuan,Dr. Ratio,Silver Wolf,Tingyun
d9d3f89ee67b11ee824728c2dd2980ba,12,2,9,3,Huohuo,Kafka,Ruan Mei,Black Swan
d9d3f89ee67b11ee824728c2dd2980ba,11,1,6,3,Fu Xuan,Silver Wolf,Seele,Tingyun
d9d3f89ee67b11ee824728c2dd2980ba,11,2,6,3,Huohuo,Kafka,Ruan Mei,Black Swan
d9d3f89ee67b11ee824728c2dd2980ba,10,1,5,3,Huohuo,Kafka,Ruan Mei,Black Swan
d9d3f89ee67b11ee824728c2dd2980ba,10,2,5,3,Fu Xuan,Argenti,Pela,Tingyun
d9d3f89fe67b11ee854628c2dd2980ba,12,1,5,3,Fu Xuan,Silver Wolf,Seele,Sparkle
d9d3f89fe67b11ee854628c2dd2980ba,12,2,5,3,Luocha,Ruan Mei,Bronya,Jingliu
d9d3f89fe67b11ee854628c2dd2980ba,11,1,9,3,Fu Xuan,Silver Wolf,Seele,Sparkle
d9d3f89fe67b11ee854628c2dd2980ba,11,2,9,3,Luocha,Ruan Mei,Bronya,Jingliu
d9d3f89fe67b11ee854628c2dd2980ba,10,1,3,3,Luocha,Ruan Mei,Bronya,Jingliu
d9d3f89fe67b11ee854628c2dd2980ba,10,2,3,3,Fu Xuan,Silver Wolf,Seele,Sparkle
d9d3f8a0e67b11eeb09128c2dd2980ba,12,1,2,3,Jingliu,Bronya,Pela,Luocha
d9d3f8a0e67b11eeb09128c2dd2980ba,12,2,2,3,Seele,Silver Wolf,Sparkle,Fu Xuan
d9d3f8a0e67b11eeb09128c2dd2980ba,11,1,1,3,Seele,Silver Wolf,Sparkle,Fu Xuan
d9d3f8a0e67b11eeb09128c2dd2980ba,11,2,1,3,Jingliu,Bronya,Pela,Luocha
d9d3f8a0e67b11eeb09128c2dd2980ba,10,1,0,3,Jingliu,Bronya,Pela,Luocha
d9d3f8a0e67b11eeb09128c2dd2980ba,10,2,0,3,Seele,Silver Wolf,Sparkle,Fu Xuan
d9d3f8a1e67b11ee906d28c2dd2980ba,12,1,7,3,Kafka,Black Swan,Huohuo,Ruan Mei
d9d3f8a1e67b11ee906d28c2dd2980ba,12,2,7,3,Dan Heng • Imbibitor Lunae,Sparkle,Tingyun,Luocha
d9d3f8a1e67b11ee906d28c2dd2980ba,11,1,8,3,Jing Yuan,Tingyun,Luocha,Blade
d9d3f8a1e67b11ee906d28c2dd2980ba,11,2,8,3,Kafka,Black Swan,Huohuo,Ruan Mei
d9d3f8a1e67b11ee906d28c2dd2980ba,10,1,4,3,Jingliu,Bronya,Luocha,Blade
d9d3f8a1e67b11ee906d28c2dd2980ba,10,2,4,3,Kafka,Black Swan,Huohuo,Ruan Mei
d9d3f8a2e67b11ee8e7a28c2dd2980ba,12,1,2,3,Fu Xuan,Blade,Jingliu,Ruan Mei
d9d3f8a2e67b11ee8e7a28c2dd2980ba,12,2,2,3,Luocha,Dan Heng • Imbibitor Lunae,Tingyun,Sparkle
d9d3f8a2e67b11ee8e7a28c2dd2980ba,11,1,2,3,Luocha,Silver Wolf,Dan Heng • Imbibitor Lunae,Sparkle
d9d3f8a2e67b11ee8e7a28c2dd2980ba,11,2,2,3,Fu Xuan,Blade,Jingliu,Ruan Mei
d9d3f8a2e67b11ee8e7a28c2dd2980ba,10,1,0,3,Fu Xuan,Blade,Jingliu,Ruan Mei
d9d3f8a2e67b11ee8e7a28c2dd2980ba,10,2,0,3,Luocha,Dan Heng • Imbibitor Lunae,Tingyun,Sparkle
d9d3f8a3e67b11eead5228c2dd2980ba,12,1,2,3,Dan Heng • Imbibitor Lunae,Tingyun,Sparkle,Gepard
d9d3f8a3e67b11eead5228c2dd2980ba,12,2,2,3,Black Swan,Kafka,Bailu,Ruan Mei
d9d3f8a3e67b11eead5228c2dd2980ba,11,1,4,3,Seele,Bronya,Sparkle,Gepard
d9d3f8a3e67b11eead5228c2dd2980ba,11,2,4,3,Black Swan,Kafka,Bailu,Ruan Mei
d9d3f8a3e67b11eead5228c2dd2980ba,10,1,1,3,Jingliu,Pela,Bronya,Gepard
d9d3f8a3e67b11eead5228c2dd2980ba,10,2,1,3,Black Swan,Kafka,Bailu,Ruan Mei
d9d3f8a4e67b11ee886428c2dd2980ba,12,1,10,2,Dr. Ratio,Tingyun,Silver Wolf,Fu Xuan
d9d3f8a4e67b11ee886428c2dd2980ba,12,2,10,2,Black Swan,Guinaifen,Ruan Mei,Huohuo
d9d3f8a4e67b11ee886428c2dd2980ba,11,1,7,3,Dr. Ratio,Tingyun,Silver Wolf,Fu Xuan
d9d3f8a4e67b11ee886428c2dd2980ba,11,2,7,3,Black Swan,Guinaifen,Ruan Mei,Huohuo
d9d3f8a4e67b11ee886428c2dd2980ba,10,1,6,3,Jingliu,Bronya,Pela,Fu Xuan
d9d3f8a4e67b11ee886428c2dd2980ba,10,2,6,3,Black Swan,Guinaifen,Ruan Mei,Huohuo
d9d3f8a5e67b11eea24328c2dd2980ba,12,1,6,3,Seele,Bronya,Silver Wolf,Fu Xuan
d9d3f8a5e67b11eea24328c2dd2980ba,12,2,6,3,Kafka,Black Swan,Ruan Mei,Huohuo
d9d3f8a5e67b11eea24328c2dd2980ba,11,1,5,3,Seele,Bronya,Silver Wolf,Fu Xuan
d9d3f8a5e67b11eea24328c2dd2980ba,11,2,5,3,Kafka,Black Swan,Ruan Mei,Huohuo
d9d3f8a5e67b11eea24328c2dd2980ba,10,1,3,3,Kafka,Black Swan,Ruan Mei,Huohuo
d9d3f8a5e67b11eea24328c2dd2980ba,10,2,3,3,Seele,Bronya,Silver Wolf,Fu Xuan
d9d3f8a6e67b11eeaddb28c2dd2980ba,12,1,8,3,Argenti,Sparkle,Tingyun,Luocha
d9d3f8a6e67b11eeaddb28c2dd2980ba,12,2,8,3,Kafka,Black Swan,Ruan Mei,Huohuo
d9d3f8a6e67b11eeaddb28c2dd2980ba,11,1,5,3,Seele,Sparkle,Silver Wolf,Fu Xuan
d9d3f8a6e67b11eeaddb28c2dd2980ba,11,2,5,3,Kafka,Black Swan,Ruan Mei,Huohuo
d9d3f8a6e67b11eeaddb28c2dd2980ba,10,1,5,3,Kafka,Black Swan,Ruan Mei,Huohuo
d9d3f8a6e67b11eeaddb28c2dd2980ba,10,2,5,3,Argenti,Sparkle,Tingyun,Luocha
d9d3f8a7e67b11ee92e328c2dd2980ba,12,1,6,3,Bronya,Lynx,Blade,Sparkle
d9d3f8a7e67b11ee92e328c2dd2980ba,12,2,6,3,Fu Xuan,Ruan Mei,Black Swan,Kafka
d9d3f8a7e67b11ee92e328c2dd2980ba,11,1,8,3,Fu Xuan,Silver Wolf,Sparkle,Qingque
d9d3f8a7e67b11ee92e328c2dd2980ba,11,2,8,3,Gepard,Black Swan,Ruan Mei,Kafka
d9d3f8a7e67b11ee92e328c2dd2980ba,10,1,3,3,Bronya,Lynx,Blade,Sparkle
d9d3f8a7e67b11ee92e328c2dd2980ba,10,2,3,3,Fu Xuan,Black Swan,Ruan Mei,Kafka
d9d3f8a8e67b11ee847028c2dd2980ba,12,1,6,3,Fu Xuan,Black Swan,Ruan Mei,Kafka
d9d3f8a8e67b11ee847028c2dd2980ba,12,2,6,3,Huohuo,Dan Heng • Imbibitor Lunae,Sparkle,Tingyun
d9d3f8a8e67b11ee847028c2dd2980ba,11,1,6,3,Fu Xuan,Dan Heng • Imbibitor Lunae,Sparkle,Tingyun
d9d3f8a8e67b11ee847028c2dd2980ba,11,2,6,3,Huohuo,Black Swan,Ruan Mei,Kafka
d9d3f8a8e67b11ee847028c2dd2980ba,10,1,4,3,Huohuo,Black Swan,Ruan Mei,Kafka
d9d3f8a8e67b11ee847028c2dd2980ba,10,2,4,3,Fu Xuan,Dan Heng • Imbibitor Lunae,Sparkle,Tingyun
d9d3f8a9e67b11eebfaa28c2dd2980ba,12,1,5,3,Luocha,Dr. Ratio,Bronya,Pela
d9d3f8a9e67b11eebfaa28c2dd2980ba,12,2,5,3,Gepard,Dan Heng • Imbibitor Lunae,Tingyun,Sparkle
d9d3f8a9e67b11eebfaa28c2dd2980ba,11,1,5,3,Luocha,Dan Heng • Imbibitor Lunae,Tingyun,Sparkle
d9d3f8a9e67b11eebfaa28c2dd2980ba,11,2,5,3,Gepard,Jing Yuan,Bronya,Asta
d9d3f8a9e67b11eebfaa28c2dd2980ba,10,1,3,3,Gepard,Dan Heng • Imbibitor Lunae,Tingyun,Sparkle
d9d3f8a9e67b11eebfaa28c2dd2980ba,10,2,3,3,Luocha,Jing Yuan,Bronya,Asta
d9d3f8aae67b11ee91c928c2dd2980ba,12,1,10,3,Dr. Ratio,Topaz & Numby,Silver Wolf,Fu Xuan
d9d3f8aae67b11ee91c928c2dd2980ba,12,2,10,3,Kafka,Black Swan,Ruan Mei,Huohuo
d9d3f8aae67b11ee91c928c2dd2980ba,11,1,7,3,Seele,Bronya,Silver Wolf,Fu Xuan
d9d3f8aae67b11ee91c928c2dd2980ba,11,2,7,3,Kafka,Black Swan,Ruan Mei,Huohuo
d9d3f8aae67b11ee91c928c2dd2980ba,10,1,4,3,Jingliu,Ruan Mei,Bronya,Huohuo
d9d3f8aae67b11ee91c928c2dd2980ba,10,2,4,3,Kafka,Black Swan,Tingyun,Fu Xuan
d9d3f8abe67b11ee84b328c2dd2980ba,12,1,8,3,Dr. Ratio,Serval,Bronya,Huohuo
d9d3f8abe67b11ee84b328c2dd2980ba,12,2,8,3,Qingque,Silver Wolf,Sparkle,Fu Xuan
d9d3f8abe67b11ee84b328c2dd2980ba,11,1,5,3,Qingque,Sparkle,Silver Wolf,Fu Xuan
d9d3f8abe67b11ee84b328c2dd2980ba,11,2,5,3,Jing Yuan,Tingyun,Bronya,Huohuo
d9d3f8abe67b11ee84b328c2dd2980ba,10,1,6,3,Qingque,Sparkle,Silver Wolf,Fu Xuan
d9d3f8abe67b11ee84b328c2dd2980ba,10,2,6,3,Jing Yuan,Tingyun,Bronya,Huohuo
d9d3f8ace67b11ee9d6928c2dd2980ba,12,1,2,3,Huohuo,Ruan Mei,Black Swan,Kafka
d9d3f8ace67b11ee9d6928c2dd2980ba,12,2,2,3,Fu Xuan,Silver Wolf,Sparkle,Seele
d9d3f8ace67b11ee9d6928c2dd2980ba,11,1,2,3,Fu Xuan,Silver Wolf,Sparkle,Seele
d9d3f8ace67b11ee9d6928c2dd2980ba,11,2,2,3,Huohuo,Ruan Mei,Black Swan,Kafka
d9d3f8ace67b11ee9d6928c2dd2980ba,10,1,1,3,Fu Xuan,Silver Wolf,Sparkle,Seele
d9d3f8ace67b11ee9d6928c2dd2980ba,10,2,1,3,Huohuo,Ruan Mei,Black Swan,Kafka
d9d3f8ade67b11eeab9f28c2dd2980ba,12,1,5,3,Fu Xuan,Black Swan,Tingyun,Pela
d9d3f8ade67b11eeab9f28c2dd2980ba,12,2,5,3,Huohuo,Kafka,Serval,Ruan Mei
d9d3f8ade67b11eeab9f28c2dd2980ba,11,1,3,3,Fu Xuan,Sparkle,Bronya,Seele
d9d3f8ade67b11eeab9f28c2dd2980ba,11,2,3,3,Huohuo,Black Swan,Ruan Mei,Kafka
d9d3f8ade67b11eeab9f28c2dd2980ba,10,1,4,3,Huohuo,Black Swan,Ruan Mei,Kafka
d9d3f8ade67b11eeab9f28c2dd2980ba,10,2,4,3,Fu Xuan,Sparkle,Bronya,Jingliu
d9d3f8aee67b11ee9c6328c2dd2980ba,12,1,7,3,Dr. Ratio,Black Swan,Tingyun,Lynx
d9d3f8aee67b11ee9c6328c2dd2980ba,12,2,7,3,Seele,Ruan Mei,Sparkle,Fu Xuan
d9d3f8aee67b11ee9c6328c2dd2980ba,11,1,4,3,Seele,Tingyun,Sparkle,Fu Xuan
d9d3f8aee67b11ee9c6328c2dd2980ba,11,2,4,3,Jingliu,Black Swan,Ruan Mei,Lynx
d9d3f8aee67b11ee9c6328c2dd2980ba,10,1,3,3,Seele,Black Swan,Sparkle,Fu Xuan
d9d3f8aee67b11ee9c6328c2dd2980ba,10,2,3,3,Jingliu,Pela,Ruan Mei,Lynx
d9d3f8afe67b11ee86f528c2dd2980ba,12,1,6,3,Dr. Ratio,Bronya,Silver Wolf,Fu Xuan
d9d3f8afe67b11ee86f528c2dd2980ba,12,2,6,3,Kafka,Black Swan,Ruan Mei,Bailu
d9d3f8afe67b11ee86f528c2dd2980ba,11,1,6,3,Dr. Ratio,Bronya,Silver Wolf,Fu Xuan
d9d3f8afe67b11ee86f528c2dd2980ba,11,2,6,3,Kafka,Black Swan,Ruan Mei,Bailu
d9d3f8afe67b11ee86f528c2dd2980ba,10,1,4,3,Kafka,Black Swan,Ruan Mei,Bailu
d9d3f8afe67b11ee86f528c2dd2980ba,10,2,4,3,Jingliu,Bronya,Silver Wolf,Fu Xuan
d9d3f8b0e67b11ee983928c2dd2980ba,12,1,3,3,Ruan Mei,Luocha,Kafka,Black Swan
d9d3f8b0e67b11ee983928c2dd2980ba,12,2,3,3,Jingliu,Bronya,Sparkle,Fu Xuan
d9d3f8b0e67b11ee983928c2dd2980ba,11,1,2,3,Seele,Bronya,Sparkle,Fu Xuan
d9d3f8b0e67b11ee983928c2dd2980ba,11,2,2,3,Ruan Mei,Luocha,Kafka,Black Swan
d9d3f8b0e67b11ee983928c2dd2980ba,10,1,1,3,Ruan Mei,Luocha,Kafka,Black Swan
d9d3f8b0e67b11ee983928c2dd2980ba,10,2,1,3,Jingliu,Bronya,Sparkle,Fu Xuan
d9d3f8b1e67b11ee99a928c2dd2980ba,12,1,6,3,Blade,Bronya,Pela,Huohuo
d9d3f8b1e67b11ee99a928c2dd2980ba,12,2,6,3,Dan Heng • Imbibitor Lunae,Ruan Mei,Tingyun,Luocha
d9d3f8b1e67b11ee99a928c2dd2980ba,11,1,8,3,Jing Yuan,Silver Wolf,Tingyun,Huohuo
d9d3f8b1e67b11ee99a928c2dd2980ba,11,2,8,3,Blade,Bronya,Ruan Mei,Luocha
d9d3f8b1e67b11ee99a928c2dd2980ba,10,1,4,3,Blade,Bronya,Ruan Mei,Luocha
d9d3f8b1e67b11ee99a928c2dd2980ba,10,2,4,3,Jing Yuan,Pela,Tingyun,Huohuo
d9d3f8b2e67b11eeae8a28c2dd2980ba,12,1,5,3,Bronya,Blade,Yukong,Ruan Mei
d9d3f8b2e67b11eeae8a28c2dd2980ba,12,2,5,3,Dan Heng • Imbibitor Lunae,Seele,Fu Xuan,Luocha
d9d3f8b2e67b11eeae8a28c2dd2980ba,11,1,6,3,Dan Heng • Imbibitor Lunae,Seele,Silver Wolf,Luocha
d9d3f8b2e67b11eeae8a28c2dd2980ba,11,2,6,3,Bronya,Blade,Fu Xuan,Ruan Mei
d9d3f8b2e67b11eeae8a28c2dd2980ba,10,1,1,3,Bronya,Blade,Fu Xuan,Ruan Mei
d9d3f8b2e67b11eeae8a28c2dd2980ba,10,2,1,3,Dan Heng • Imbibitor Lunae,Yukong,Tingyun,Luocha
d9d3f8b3e67b11ee9c4e28c2dd2980ba,12,1,6,3,Fu Xuan,Bronya,Blade,Hanya
d9d3f8b3e67b11ee9c4e28c2dd2980ba,12,2,6,3,Huohuo,Ruan Mei,Black Swan,Kafka
d9d3f8b3e67b11ee9c4e28c2dd2980ba,11,1,6,3,Huohuo,Ruan Mei,Black Swan,Kafka
d9d3f8b3e67b11ee9c4e28c2dd2980ba,11,2,6,3,Fu Xuan,Bronya,Blade,Clara
d9d3f8b3e67b11ee9c4e28c2dd2980ba,10,1,4,3,Huohuo,Ruan Mei,Black Swan,Blade
d9d3f8b3e67b11ee9c4e28c2dd2980ba,10,2,4,3,Fu Xuan,Bronya,Kafka,Clara
d9d3f8b4e67b11eea94928c2dd2980ba,12,1,9,3,Luocha,Dan Heng • Imbibitor Lunae,Bronya,Pela
d9d3f8b4e67b11eea94928c2dd2980ba,12,2,9,3,Fu Xuan,Jing Yuan,Tingyun,Ruan Mei
d9d3f8b4e67b11eea94928c2dd2980ba,11,1,8,3,Dan Heng • Imbibitor Lunae,Luocha,Bronya,Pela
d9d3f8b4e67b11eea94928c2dd2980ba,11,2,8,3,Fu Xuan,Jing Yuan,Tingyun,Ruan Mei
d9d3f8b4e67b11eea94928c2dd2980ba,10,1,7,3,Clara,Blade,Luocha,Bronya
d9d3f8b4e67b11eea94928c2dd2980ba,10,2,7,3,Fu Xuan,Jing Yuan,Tingyun,Ruan Mei
d9d3f8b5e67b11ee954e28c2dd2980ba,12,1,5,3,Jingliu,Ruan Mei,Huohuo,Pela
d9d3f8b5e67b11ee954e28c2dd2980ba,12,2,5,3,Dan Heng • Imbibitor Lunae,Fu Xuan,Tingyun,Bronya
d9d3f8b5e67b11ee954e28c2dd2980ba,11,1,5,3,Blade,Fu Xuan,Tingyun,Bronya
d9d3f8b5e67b11ee954e28c2dd2980ba,11,2,5,3,Jingliu,Ruan Mei,Huohuo,Pela
d9d3f8b5e67b11ee954e28c2dd2980ba,10,1,2,3,Blade,Fu Xuan,Tingyun,Bronya
d9d3f8b5e67b11ee954e28c2dd2980ba,10,2,2,3,Jingliu,Ruan Mei,Huohuo,Pela
d9d3f8b6e67b11ee83fc28c2dd2980ba,12,1,5,3,Kafka,Ruan Mei,Huohuo,Black Swan
d9d3f8b6e67b11ee83fc28c2dd2980ba,12,2,5,3,Dan Heng • Imbibitor Lunae,Sparkle,Fu Xuan,Bronya
d9d3f8b6e67b11ee83fc28c2dd2980ba,11,1,3,3,Jingliu,Sparkle,Fu Xuan,Bronya
d9d3f8b6e67b11ee83fc28c2dd2980ba,11,2,3,3,Kafka,Ruan Mei,Huohuo,Black Swan
d9d3f8b6e67b11ee83fc28c2dd2980ba,10,1,2,3,Jingliu,Sparkle,Fu Xuan,Bronya
d9d3f8b6e67b11ee83fc28c2dd2980ba,10,2,2,3,Kafka,Ruan Mei,Huohuo,Black Swan
d9d41f45e67b11ee955228c2dd2980ba,12,1,7,3,Clara,Bailu,Tingyun,Sparkle
d9d41f45e67b11ee955228c2dd2980ba,12,2,7,3,Xueyi,Fu Xuan,Silver Wolf,Ruan Mei
d9d41f45e67b11ee955228c2dd2980ba,11,1,7,3,Qingque,Fu Xuan,Sparkle,Ruan Mei
d9d41f45e67b11ee955228c2dd2980ba,11,2,7,3,Clara,Bailu,Tingyun,Bronya
d9d41f45e67b11ee955228c2dd2980ba,10,1,4,3,Xueyi,Fu Xuan,Ruan Mei,Silver Wolf
d9d41f45e67b11ee955228c2dd2980ba,10,2,4,3,Clara,Bailu,Tingyun,Sparkle
d9d41f46e67b11eeb5f628c2dd2980ba,12,1,4,3,Kafka,Black Swan,Ruan Mei,Luocha
d9d41f46e67b11eeb5f628c2dd2980ba,12,2,4,3,Jingliu,Bronya,Pela,Fu Xuan
d9d41f46e67b11eeb5f628c2dd2980ba,11,1,3,3,Jingliu,Bronya,Pela,Fu Xuan
d9d41f46e67b11eeb5f628c2dd2980ba,11,2,3,3,Kafka,Black Swan,Ruan Mei,Luocha
d9d41f46e67b11eeb5f628c2dd2980ba,10,1,2,3,Kafka,Black Swan,Ruan Mei,Luocha
d9d41f46e67b11eeb5f628c2dd2980ba,10,2,2,3,Jingliu,Bronya,Pela,Fu Xuan
d9d41f47e67b11eebd1c28c2dd2980ba,12,1,8,3,Tingyun,Black Swan,Kafka,Bailu
d9d41f47e67b11eebd1c28c2dd2980ba,12,2,8,3,Ruan Mei,Silver Wolf,Seele,Fu Xuan
d9d41f47e67b11eebd1c28c2dd2980ba,11,1,6,3,Bronya,Qingque,Pela,Fu Xuan
d9d41f47e67b11eebd1c28c2dd2980ba,11,2,6,3,Ruan Mei,Black Swan,Kafka,Bailu
d9d41f47e67b11eebd1c28c2dd2980ba,10,1,3,3,Ruan Mei,Jingliu,Blade,Fu Xuan
d9d41f47e67b11eebd1c28c2dd2980ba,10,2,3,3,Guinaifen,Black Swan,Kafka,Bailu
d9d41f48e67b11ee83cb28c2dd2980ba,12,1,7,3,Blade,Bronya,Sparkle,Lynx
d9d41f48e67b11ee83cb28c2dd2980ba,12,2,7,3,Jingliu,Ruan Mei,Silver Wolf,Fu Xuan
d9d41f48e67b11ee83cb28c2dd2980ba,11,1,8,3,Seele,Bronya,Sparkle,Fu Xuan
d9d41f48e67b11ee83cb28c2dd2980ba,11,2,8,3,Kafka,Tingyun,Ruan Mei,Huohuo
d9d41f48e67b11ee83cb28c2dd2980ba,10,1,3,3,Blade,Bronya,Sparkle,Fu Xuan
d9d41f48e67b11ee83cb28c2dd2980ba,10,2,3,3,Kafka,Tingyun,Ruan Mei,Huohuo
d9d41f49e67b11ee933f28c2dd2980ba,12,1,8,3,Ruan Mei,Luocha,Dan Heng • Imbibitor Lunae,Tingyun
d9d41f49e67b11ee933f28c2dd2980ba,12,2,8,3,Seele,Fu Xuan,Sparkle,Silver Wolf
d9d41f49e67b11ee933f28c2dd2980ba,11,1,7,3,Seele,Fu Xuan,Sparkle,Silver Wolf
d9d41f49e67b11ee933f28c2dd2980ba,11,2,7,3,Ruan Mei,Luocha,Dan Heng • Imbibitor Lunae,Tingyun
d9d41f49e67b11ee933f28c2dd2980ba,10,1,5,3,Seele,Fu Xuan,Sparkle,Silver Wolf
d9d41f49e67b11ee933f28c2dd2980ba,10,2,5,3,Ruan Mei,Luocha,Dan Heng • Imbibitor Lunae,Tingyun
d9d41f4ae67b11ee8d9928c2dd2980ba,12,1,6,3,Lynx,Ruan Mei,Bronya,Blade
d9d41f4ae67b11ee8d9928c2dd2980ba,12,2,6,3,Luocha,Tingyun,Yukong,Dan Heng • Imbibitor Lunae
d9d41f4ae67b11ee8d9928c2dd2980ba,11,1,8,3,Lynx,Ruan Mei,Tingyun,Xueyi
d9d41f4ae67b11ee8d9928c2dd2980ba,11,2,8,3,Luocha,Guinaifen,Bronya,Blade
d9d41f4ae67b11ee8d9928c2dd2980ba,10,1,5,3,Lynx,Ruan Mei,Bronya,Blade
d9d41f4ae67b11ee8d9928c2dd2980ba,10,2,5,3,Luocha,Clara,Yukong,Dan Heng • Imbibitor Lunae
d9d41f4be67b11eebcc628c2dd2980ba,12,1,10,3,Kafka,Ruan Mei,Black Swan,Gepard
d9d41f4be67b11eebcc628c2dd2980ba,12,2,10,3,Dr. Ratio,Tingyun,Silver Wolf,Fu Xuan
d9d41f4be67b11eebcc628c2dd2980ba,11,1,6,3,Seele,Tingyun,Bronya,Fu Xuan
d9d41f4be67b11eebcc628c2dd2980ba,11,2,6,3,Kafka,Ruan Mei,Black Swan,Gepard
d9d41f4be67b11eebcc628c2dd2980ba,10,1,6,3,Kafka,Ruan Mei,Black Swan,Gepard
d9d41f4be67b11eebcc628c2dd2980ba,10,2,6,3,Clara,Tingyun,Topaz & Numby,Luocha
d9d41f4ce67b11eea9fa28c2dd2980ba,12,1,4,3,Ruan Mei,Kafka,Black Swan,Huohuo
d9d41f4ce67b11eea9fa28c2dd2980ba,12,2,4,3,Pela,Jingliu,Bronya,Fu Xuan
d9d41f4ce67b11eea9fa28c2dd2980ba,11,1,6,3,Sparkle,Seele,Xueyi,Fu Xuan
d9d41f4ce67b11eea9fa28c2dd2980ba,11,2,6,3,Ruan Mei,Kafka,Black Swan,Huohuo
d9d41f4ce67b11eea9fa28c2dd2980ba,10,1,3,3,Ruan Mei,Kafka,Black Swan,Huohuo
d9d41f4ce67b11eea9fa28c2dd2980ba,10,2,3,3,Sparkle,Jing Yuan,Tingyun,Fu Xuan
d9d41f4de67b11ee81fc28c2dd2980ba,12,1,3,3,Kafka,Ruan Mei,Black Swan,Huohuo
