uid,floor,node,round_num,star_num,ch1,ch2,ch3,ch4,buff
0b6e87b4f2f011eebe5d28c2dd2980ba,4,1,33511,3,Ruan Mei,Sparkle,Dan Heng • Imbibitor Lunae,Jingliu,Splash
0b6e87b4f2f011eebe5d28c2dd2980ba,4,2,29346,3,Bronya,Blade,Kafka,Acheron,Splash
0b6e87b5f2f011eeb8d928c2dd2980ba,4,1,38430,3,Herta,Sparkle,Ruan Mei,Tingyun,Splash
0b6e87b5f2f011eeb8d928c2dd2980ba,4,2,24651,3,Jingliu,Bronya,Silver Wolf,Huohuo,Inducement
0b6e87b6f2f011eea6b028c2dd2980ba,4,1,36238,3,Acheron,Fu Xuan,Bronya,Pela,Sympathetic Detonation
0b6e87b6f2f011eea6b028c2dd2980ba,4,2,40000,3,Huohuo,Ruan Mei,Black Swan,Kafka,Sympathetic Detonation
0b6e87b7f2f011eea2b428c2dd2980ba,4,1,29355,3,Luocha,Argenti,Bronya,Tingyun,Splash
0b6e87b7f2f011eea2b428c2dd2980ba,4,2,32415,3,Fu Xuan,Acheron,Pela,Guinaifen,Sympathetic Detonation
0b6e87b8f2f011eeac1128c2dd2980ba,4,1,31705,3,Jingliu,Ruan Mei,Pela,Bronya,Inducement
0b6e87b8f2f011eeac1128c2dd2980ba,4,2,28400,3,Acheron,Black Swan,Silver Wolf,Fu Xuan,Splash
0b6e87b9f2f011eeb12328c2dd2980ba,4,1,40000,3,Jingliu,Bronya,Ruan Mei,Fu Xuan,Splash
0b6e87b9f2f011eeb12328c2dd2980ba,4,2,40000,3,Kafka,Black Swan,Sparkle,Acheron,Splash
0b6e87baf2f011ee955628c2dd2980ba,4,1,40000,3,Herta,Tingyun,Sparkle,Bronya,Splash
0b6e87baf2f011ee955628c2dd2980ba,4,2,40000,3,Himeko,Ruan Mei,Asta,Serval,Splash
0b6e87bbf2f011ee83cd28c2dd2980ba,4,1,37975,3,Argenti,Herta,Ruan Mei,Fu Xuan,Splash
0b6e87bbf2f011ee83cd28c2dd2980ba,4,2,33528,3,Acheron,Silver Wolf,Pela,Gallagher,Sympathetic Detonation
0b6e87bcf2f011ee88ce28c2dd2980ba,4,1,32184,3,Fu Xuan,Jingliu,Ruan Mei,Bronya,Splash
0b6e87bcf2f011ee88ce28c2dd2980ba,4,2,40000,3,Sparkle,Kafka,Acheron,Black Swan,Inducement
0b6e87bdf2f011eeb58a28c2dd2980ba,4,1,32183,3,Jingliu,Herta,Ruan Mei,Sparkle,Splash
0b6e87bdf2f011eeb58a28c2dd2980ba,4,2,32252,3,Acheron,Pela,Silver Wolf,Gepard,Sympathetic Detonation
0b6e87bef2f011eebb5a28c2dd2980ba,4,1,24226,3,Ruan Mei,Luocha,Tingyun,Herta,Inducement
0b6e87bef2f011eebb5a28c2dd2980ba,4,2,35820,3,Acheron,Fu Xuan,Sparkle,Pela,Sympathetic Detonation
0b6e87bff2f011eea21328c2dd2980ba,4,1,33455,3,Pela,Ruan Mei,Jingliu,Herta,Inducement
0b6e87bff2f011eea21328c2dd2980ba,4,2,34790,3,Fu Xuan,Black Swan,Kafka,Acheron,Inducement
0b6e87c0f2f011ee834228c2dd2980ba,4,1,28777,3,Hanya,Seele,Herta,Ruan Mei,Inducement
0b6e87c0f2f011ee834228c2dd2980ba,4,2,36310,3,Himeko,Tingyun,Asta,Jing Yuan,Inducement
0b6e87c1f2f011ee886928c2dd2980ba,4,1,23725,2,Acheron,Guinaifen,Bronya,Gepard,Splash
0b6e87c1f2f011ee886928c2dd2980ba,4,2,29126,2,Kafka,Ruan Mei,Black Swan,Tingyun,Inducement
0b6e87c2f2f011ee9a6228c2dd2980ba,4,1,32763,3,Ruan Mei,Jingliu,Herta,Fu Xuan,Sympathetic Detonation
0b6e87c2f2f011ee9a6228c2dd2980ba,4,2,35380,3,Sparkle,Acheron,Welt,Black Swan,Sympathetic Detonation
0b6e87c3f2f011ee880828c2dd2980ba,4,1,40000,3,Argenti,Pela,Sparkle,Tingyun,Splash
0b6e87c3f2f011ee880828c2dd2980ba,4,2,40000,3,Acheron,Black Swan,Kafka,Ruan Mei,Splash
0b6e87c4f2f011eea24d28c2dd2980ba,4,1,40000,3,Acheron,Sparkle,Pela,Fu Xuan,Splash
0b6e87c4f2f011eea24d28c2dd2980ba,4,2,40000,3,Kafka,Black Swan,Ruan Mei,Huohuo,Splash
0b6e87c5f2f011ee83f428c2dd2980ba,4,1,40000,3,Pela,Himeko,Ruan Mei,Herta,Splash
0b6e87c5f2f011ee83f428c2dd2980ba,4,2,40000,3,Huohuo,Tingyun,Sparkle,Jing Yuan,Splash
0b6e87c6f2f011eea5d428c2dd2980ba,4,1,35770,3,Bronya,Argenti,Herta,Tingyun,Splash
0b6e87c6f2f011eea5d428c2dd2980ba,4,2,26880,3,Gepard,Silver Wolf,Pela,Acheron,Splash
0b6e87c7f2f011ee806128c2dd2980ba,4,1,30300,3,Jingliu,Bronya,Ruan Mei,Herta,Splash
0b6e87c7f2f011ee806128c2dd2980ba,4,2,31180,3,Acheron,Pela,Welt,Fu Xuan,Sympathetic Detonation
0b6e87c8f2f011ee990628c2dd2980ba,4,1,40000,3,Kafka,Black Swan,Ruan Mei,Huohuo,Sympathetic Detonation
0b6e87c8f2f011ee990628c2dd2980ba,4,2,40000,3,Acheron,Sparkle,Fire Trailblazer,Pela,Sympathetic Detonation
0b6e87c9f2f011eeb53828c2dd2980ba,4,1,29329,3,Luocha,Sparkle,Herta,Clara,Inducement
0b6e87c9f2f011eeb53828c2dd2980ba,4,2,40000,3,Gepard,Pela,Himeko,Acheron,Splash
0b6e87caf2f011eeab1f28c2dd2980ba,4,1,35665,3,Sparkle,Herta,Argenti,Tingyun,Sympathetic Detonation
0b6e87caf2f011eeab1f28c2dd2980ba,4,2,31680,3,Acheron,Silver Wolf,Himeko,Fu Xuan,Sympathetic Detonation
0b6e87cbf2f011eea00a28c2dd2980ba,4,1,27820,2,Herta,Jingliu,Sparkle,Fu Xuan,Inducement
0b6e87cbf2f011eea00a28c2dd2980ba,4,2,24394,2,Fire Trailblazer,Himeko,Guinaifen,Black Swan,Inducement
0b6e87ccf2f011ee979528c2dd2980ba,4,1,35430,3,Sparkle,Herta,Pela,Tingyun,Inducement
0b6e87ccf2f011ee979528c2dd2980ba,4,2,28489,3,Guinaifen,Black Swan,Ruan Mei,Fu Xuan,Inducement
0b6e87cdf2f011ee906f28c2dd2980ba,4,1,35585,3,Ruan Mei,Argenti,Bronya,Tingyun,Inducement
0b6e87cdf2f011ee906f28c2dd2980ba,4,2,30005,3,Acheron,Black Swan,Kafka,Gepard,Inducement
0b6e87cef2f011eebc9b28c2dd2980ba,4,1,34735,3,Herta,Ruan Mei,Himeko,Fu Xuan,Sympathetic Detonation
0b6e87cef2f011eebc9b28c2dd2980ba,4,2,25402,3,Acheron,Sparkle,Welt,Silver Wolf,Sympathetic Detonation
0b6e87cff2f011eeaa3128c2dd2980ba,4,1,26406,2,Clara,Luocha,Ruan Mei,Jingliu,Inducement
0b6e87cff2f011eeaa3128c2dd2980ba,4,2,24938,2,Fu Xuan,Sparkle,Pela,Acheron,Inducement
0b6e87d0f2f011eea96b28c2dd2980ba,4,1,28110,3,Tingyun,Herta,Ruan Mei,Huohuo,Sympathetic Detonation
0b6e87d0f2f011eea96b28c2dd2980ba,4,2,40000,3,Acheron,Black Swan,Pela,Fu Xuan,Sympathetic Detonation
0b6e87d1f2f011ee9cc028c2dd2980ba,4,1,22878,3,Dan Heng • Imbibitor Lunae,Ruan Mei,Huohuo,Clara,Splash
0b6e87d1f2f011ee9cc028c2dd2980ba,4,2,40000,3,Acheron,Silver Wolf,Bronya,Fu Xuan,Sympathetic Detonation
0b6e87d2f2f011eea30b28c2dd2980ba,4,1,29340,3,Acheron,Pela,Silver Wolf,Fu Xuan,Sympathetic Detonation
0b6e87d2f2f011eea30b28c2dd2980ba,4,2,40000,3,Himeko,Sparkle,Ruan Mei,Luocha,Splash
0b6e87d3f2f011eeba9128c2dd2980ba,4,1,31252,3,Jingliu,Ruan Mei,Blade,Tingyun,Splash
0b6e87d3f2f011eeba9128c2dd2980ba,4,2,36982,3,Acheron,Sparkle,Black Swan,Kafka,Splash
0b6e87d4f2f011eeb05a28c2dd2980ba,4,1,30311,3,Tingyun,Ruan Mei,Jingliu,Herta,Inducement
0b6e87d4f2f011eeb05a28c2dd2980ba,4,2,31995,3,Silver Wolf,Fu Xuan,Pela,Acheron,Sympathetic Detonation
0b6e87d5f2f011ee890928c2dd2980ba,4,1,26271,3,Serval,Ruan Mei,Jingliu,Herta,Inducement
0b6e87d5f2f011ee890928c2dd2980ba,4,2,35550,3,Acheron,Kafka,Fu Xuan,Himeko,Inducement
0b6e87d6f2f011eeb3a528c2dd2980ba,4,1,33306,3,Sparkle,Ruan Mei,Himeko,Herta,Inducement
0b6e87d6f2f011eeb3a528c2dd2980ba,4,2,37800,3,Acheron,Black Swan,Kafka,Huohuo,Inducement
0b6e87d7f2f011ee878828c2dd2980ba,4,1,33117,3,Jingliu,Blade,Ruan Mei,Bronya,Splash
0b6e87d7f2f011ee878828c2dd2980ba,4,2,35725,3,Acheron,Welt,Fu Xuan,Pela,Sympathetic Detonation
0b6e87d8f2f011ee851c28c2dd2980ba,4,1,40000,3,Argenti,Herta,Tingyun,Ruan Mei,Sympathetic Detonation
0b6e87d8f2f011ee851c28c2dd2980ba,4,2,20850,3,Jingliu,Blade,Pela,Lynx,Splash
0b6e87d9f2f011ee853228c2dd2980ba,4,1,25329,3,Herta,Ruan Mei,Bailu,Clara,Inducement
0b6e87d9f2f011ee853228c2dd2980ba,4,2,36838,3,Huohuo,Acheron,Black Swan,Kafka,Inducement
0b6e87daf2f011eea4b028c2dd2980ba,4,1,34346,3,Himeko,Herta,Ruan Mei,Pela,Inducement
0b6e87daf2f011eea4b028c2dd2980ba,4,2,31060,3,Bronya,Blade,Sparkle,Huohuo,Sympathetic Detonation
0b6e87dbf2f011eebb4c28c2dd2980ba,4,1,29661,3,Clara,Herta,Jingliu,Ruan Mei,Inducement
0b6e87dbf2f011eebb4c28c2dd2980ba,4,2,32450,3,Sparkle,Acheron,Silver Wolf,Gepard,Sympathetic Detonation
0b6e87dcf2f011ee939028c2dd2980ba,4,1,31170,3,Tingyun,Herta,Jingliu,Sparkle,Inducement
0b6e87dcf2f011ee939028c2dd2980ba,4,2,38500,3,Acheron,Silver Wolf,Black Swan,Fu Xuan,Sympathetic Detonation
0b6e87ddf2f011ee9e3d28c2dd2980ba,4,1,38430,3,Argenti,Herta,Tingyun,Himeko,Splash
0b6e87ddf2f011ee9e3d28c2dd2980ba,4,2,28603,3,Serval,Kafka,Black Swan,Guinaifen,Sympathetic Detonation
0b6e87def2f011eeb53e28c2dd2980ba,4,1,36680,3,Ruan Mei,Herta,Tingyun,Blade,Splash
0b6e87def2f011eeb53e28c2dd2980ba,4,2,37140,3,Gallagher,Pela,Silver Wolf,Acheron,Sympathetic Detonation
0b6e87dff2f011ee917828c2dd2980ba,4,1,31136,3,Sparkle,Pela,Argenti,Bronya,Inducement
0b6e87dff2f011ee917828c2dd2980ba,4,2,37520,3,Ruan Mei,Tingyun,Black Swan,Kafka,Splash
0b6e87e0f2f011eebc8628c2dd2980ba,4,1,20035,3,Luocha,Ruan Mei,Jingliu,Bronya,Splash
0b6e87e0f2f011eebc8628c2dd2980ba,4,2,40000,3,Fu Xuan,Acheron,Black Swan,Kafka,Sympathetic Detonation
0b6e87e1f2f011ee9e6228c2dd2980ba,4,1,35240,3,Fire Trailblazer,Ruan Mei,Tingyun,Argenti,Splash
0b6e87e1f2f011ee9e6228c2dd2980ba,4,2,25122,3,Luocha,Asta,Bronya,Jing Yuan,Inducement
0b6e87e2f2f011ee883728c2dd2980ba,4,1,32334,3,Sparkle,Ruan Mei,Herta,Jingliu,Inducement
0b6e87e2f2f011ee883728c2dd2980ba,4,2,28365,3,Jing Yuan,Black Swan,Pela,Acheron,Inducement
0b6e87e3f2f011ee8f8428c2dd2980ba,4,1,31470,2,Herta,Ruan Mei,Pela,Hanya,Inducement
0b6e87e3f2f011ee8f8428c2dd2980ba,4,2,23975,2,Kafka,Tingyun,Guinaifen,Sparkle,Inducement
0b6e87e4f2f011eebdb328c2dd2980ba,4,1,34571,3,Luocha,Ruan Mei,Tingyun,Argenti,Splash
0b6e87e4f2f011eebdb328c2dd2980ba,4,2,32845,3,Fu Xuan,Sparkle,Pela,Acheron,Splash
0b6e87e5f2f011ee9d6728c2dd2980ba,4,1,40000,3,Bronya,Ruan Mei,Sparkle,Dan Heng • Imbibitor Lunae,Sympathetic Detonation
0b6e87e5f2f011ee9d6728c2dd2980ba,4,2,40000,3,Fire Trailblazer,Acheron,Kafka,Pela,Sympathetic Detonation
0b6e87e6f2f011ee95ae28c2dd2980ba,4,1,37940,3,Argenti,Herta,Ruan Mei,Fu Xuan,Inducement
0b6e87e6f2f011ee95ae28c2dd2980ba,4,2,23815,3,Acheron,Guinaifen,Pela,Luocha,Sympathetic Detonation
0b6e87e7f2f011ee808028c2dd2980ba,4,1,29171,3,Dan Heng • Imbibitor Lunae,Ruan Mei,Luocha,Herta,Sympathetic Detonation
0b6e87e7f2f011ee808028c2dd2980ba,4,2,40000,3,Acheron,Kafka,Jing Yuan,Black Swan,Sympathetic Detonation
0b6e87e8f2f011ee845828c2dd2980ba,4,1,34820,3,Herta,Fu Xuan,Sparkle,Tingyun,Splash
0b6e87e8f2f011ee845828c2dd2980ba,4,2,34279,3,Pela,Fire Trailblazer,Acheron,Kafka,Splash
0b6e87e9f2f011ee831228c2dd2980ba,4,1,36995,3,Argenti,Bronya,Ruan Mei,Luocha,Splash
0b6e87e9f2f011ee831228c2dd2980ba,4,2,34436,3,Jing Yuan,Tingyun,Sparkle,Fu Xuan,Splash
0b6e87eaf2f011ee859f28c2dd2980ba,4,1,25177,3,Herta,Ruan Mei,Huohuo,Clara,Inducement
0b6e87eaf2f011ee859f28c2dd2980ba,4,2,40000,3,Acheron,Kafka,Black Swan,Fu Xuan,Sympathetic Detonation
0b6e87ebf2f011ee8b7728c2dd2980ba,4,1,40000,3,Tingyun,Sparkle,Argenti,Huohuo,Splash
0b6e87ebf2f011ee8b7728c2dd2980ba,4,2,25515,3,Bronya,Pela,Jing Yuan,Fu Xuan,Sympathetic Detonation
0b6e87ecf2f011ee97bb28c2dd2980ba,4,1,40000,3,Fu Xuan,Sparkle,Herta,Argenti,Splash
0b6e87ecf2f011ee97bb28c2dd2980ba,4,2,40000,3,Huohuo,Ruan Mei,Black Swan,Kafka,Splash
0b6e87edf2f011eeba3a28c2dd2980ba,4,1,36855,3,Herta,Sparkle,Ruan Mei,Tingyun,Inducement
0b6e87edf2f011eeba3a28c2dd2980ba,4,2,40000,3,Pela,Acheron,Bronya,Silver Wolf,Sympathetic Detonation
0b6e87eef2f011ee916b28c2dd2980ba,4,1,34164,3,Herta,Sparkle,Bronya,Ruan Mei,Splash
0b6e87eef2f011ee916b28c2dd2980ba,4,2,40000,3,Acheron,Kafka,Black Swan,Fu Xuan,Sympathetic Detonation
0b6e87eff2f011ee9cd528c2dd2980ba,4,1,31564,3,Acheron,Silver Wolf,Fu Xuan,Pela,Splash
0b6e87eff2f011ee9cd528c2dd2980ba,4,2,36090,3,Kafka,Huohuo,Black Swan,Ruan Mei,Splash
0b6e87f0f2f011eeb92f28c2dd2980ba,4,1,37170,3,Jingliu,Herta,Ruan Mei,Bronya,Inducement
0b6e87f0f2f011eeb92f28c2dd2980ba,4,2,38500,3,Acheron,Pela,Guinaifen,March 7th,Sympathetic Detonation
0b6e87f1f2f011eeb75e28c2dd2980ba,4,1,40000,3,Sparkle,Argenti,Tingyun,Huohuo,Splash
0b6e87f1f2f011eeb75e28c2dd2980ba,4,2,21384,3,Blade,Serval,Pela,Luocha,Splash
0b6e87f2f2f011eeb6ce28c2dd2980ba,4,1,22476,3,Luocha,Dan Heng • Imbibitor Lunae,Ruan Mei,Tingyun,Sympathetic Detonation
0b6e87f2f2f011eeb6ce28c2dd2980ba,4,2,40000,3,Acheron,Pela,Sparkle,Fu Xuan,Sympathetic Detonation
0b6e87f3f2f011ee945228c2dd2980ba,4,1,26442,2,Jingliu,Bronya,Ruan Mei,Clara,Inducement
0b6e87f3f2f011ee945228c2dd2980ba,4,2,29401,2,Acheron,Sparkle,Pela,Welt,Inducement
0b6e87f4f2f011eeb53b28c2dd2980ba,4,1,35330,3,Herta,Himeko,Ruan Mei,Bronya,Splash
0b6e87f4f2f011eeb53b28c2dd2980ba,4,2,30575,3,Acheron,Sparkle,Silver Wolf,Fu Xuan,Splash
0b6e87f5f2f011ee91b928c2dd2980ba,4,1,40000,3,Acheron,Pela,Black Swan,Herta,Splash
0b6e87f5f2f011ee91b928c2dd2980ba,4,2,34793,3,Serval,Bronya,Ruan Mei,Tingyun,Sympathetic Detonation
0b6e87f6f2f011eea57728c2dd2980ba,4,1,35025,3,Argenti,Tingyun,Pela,Fu Xuan,Splash
0b6e87f6f2f011eea57728c2dd2980ba,4,2,28427,3,Jing Yuan,Himeko,Ruan Mei,Luocha,Splash
0b6e87f7f2f011ee90b928c2dd2980ba,4,1,22848,3,Jingliu,Herta,Ruan Mei,Huohuo,Sympathetic Detonation
0b6e87f7f2f011ee90b928c2dd2980ba,4,2,40000,3,Acheron,Black Swan,Pela,Fire Trailblazer,Sympathetic Detonation
0b6e87f8f2f011eeb05228c2dd2980ba,4,1,34040,3,Sparkle,Luocha,Argenti,Tingyun,Splash
0b6e87f8f2f011eeb05228c2dd2980ba,4,2,34625,3,Black Swan,Fu Xuan,Acheron,Ruan Mei,Inducement
0b6e87f9f2f011ee8dd928c2dd2980ba,4,1,40000,3,Argenti,Sparkle,Ruan Mei,Tingyun,Splash
0b6e87f9f2f011ee8dd928c2dd2980ba,4,2,23949,3,Acheron,Gepard,Pela,Silver Wolf,Inducement
0b6e87faf2f011eea51f28c2dd2980ba,4,1,21315,3,Jingliu,Bronya,Ruan Mei,Silver Wolf,Inducement
0b6e87faf2f011eea51f28c2dd2980ba,4,2,40000,3,Acheron,Pela,Sparkle,Welt,Sympathetic Detonation
0b6e87fbf2f011ee89f328c2dd2980ba,4,1,31914,3,Jingliu,Herta,Ruan Mei,Sparkle,Inducement
0b6e87fbf2f011ee89f328c2dd2980ba,4,2,35345,3,Kafka,Black Swan,Tingyun,Acheron,Splash
0b6e87fcf2f011eeb11128c2dd2980ba,4,1,33557,3,Jingliu,Bronya,Ruan Mei,Herta,Inducement
0b6e87fcf2f011eeb11128c2dd2980ba,4,2,32588,3,Seele,Sparkle,Fu Xuan,Tingyun,Splash
0b6e87fdf2f011eea30d28c2dd2980ba,4,1,40000,3,Himeko,Herta,Argenti,Sparkle,Splash
0b6e87fdf2f011eea30d28c2dd2980ba,4,2,40000,3,Kafka,Black Swan,Ruan Mei,Huohuo,Splash
0b6e87fef2f011ee9e9628c2dd2980ba,4,1,36435,3,Ruan Mei,Herta,Seele,Bronya,Inducement
0b6e87fef2f011ee9e9628c2dd2980ba,4,2,40000,3,Acheron,Black Swan,Pela,Asta,Sympathetic Detonation
0b6e87fff2f011eeb63928c2dd2980ba,4,1,29280,3,Himeko,Sparkle,Herta,Fu Xuan,Inducement
0b6e87fff2f011eeb63928c2dd2980ba,4,2,40000,3,Acheron,Pela,Sampo,Gallagher,Sympathetic Detonation
0b6e8800f2f011ee8b8428c2dd2980ba,4,1,35600,3,Herta,Clara,Fu Xuan,Sparkle,Inducement
0b6e8800f2f011ee8b8428c2dd2980ba,4,2,25368,3,Ruan Mei,Jing Yuan,Luocha,Tingyun,Splash
0b6e8801f2f011eeb23728c2dd2980ba,4,1,40000,3,Fu Xuan,Himeko,Herta,Sparkle,Splash
0b6e8801f2f011eeb23728c2dd2980ba,4,2,40000,3,Luocha,Acheron,Pela,Serval,Sympathetic Detonation
0b6e8802f2f011eea5f328c2dd2980ba,4,1,35395,3,Argenti,Tingyun,Ruan Mei,Fu Xuan,Inducement
0b6e8802f2f011eea5f328c2dd2980ba,4,2,40000,3,Acheron,Black Swan,Sparkle,Bronya,Sympathetic Detonation
0b6e8803f2f011ee824728c2dd2980ba,4,1,33197,3,Himeko,Herta,Ruan Mei,Clara,Sympathetic Detonation
0b6e8803f2f011ee824728c2dd2980ba,4,2,29368,3,Black Swan,Kafka,Sparkle,Acheron,Sympathetic Detonation
0b6e8804f2f011ee822428c2dd2980ba,4,1,29490,2,Tingyun,Argenti,Luocha,Bronya,Splash
0b6e8804f2f011ee822428c2dd2980ba,4,2,23485,2,Topaz & Numby,Jing Yuan,Bailu,Sparkle,Inducement
0b6e8805f2f011eebf0d28c2dd2980ba,4,1,23302,3,Jingliu,Tingyun,Bronya,Sparkle,Inducement
0b6e8805f2f011eebf0d28c2dd2980ba,4,2,36958,3,Black Swan,Kafka,Ruan Mei,Himeko,Splash
0b6e8806f2f011eea3bc28c2dd2980ba,4,1,32610,3,Pela,Herta,Jingliu,Ruan Mei,Splash
0b6e8806f2f011eea3bc28c2dd2980ba,4,2,40000,3,Acheron,Black Swan,Kafka,Asta,Splash
0b6e8807f2f011eebacf28c2dd2980ba,4,1,40000,3,Huohuo,Argenti,Herta,Ruan Mei,Splash
0b6e8807f2f011eebacf28c2dd2980ba,4,2,30508,3,Blade,Jing Yuan,Tingyun,Sparkle,Splash
0b6e8808f2f011eebd1328c2dd2980ba,4,1,40000,3,Sparkle,Argenti,Tingyun,Fu Xuan,Splash
0b6e8808f2f011eebd1328c2dd2980ba,4,2,27724,3,Jing Yuan,Black Swan,Ruan Mei,Luocha,Splash
0b6e8809f2f011ee893d28c2dd2980ba,4,1,29740,3,Huohuo,Argenti,Tingyun,Ruan Mei,Splash
0b6e8809f2f011ee893d28c2dd2980ba,4,2,35407,3,Fu Xuan,Acheron,Kafka,Black Swan,Inducement
0b6e880af2f011ee963328c2dd2980ba,4,1,21890,3,Jingliu,Bronya,Sparkle,Clara,Inducement
0b6e880af2f011ee963328c2dd2980ba,4,2,40000,3,Kafka,Black Swan,Ruan Mei,Huohuo,Splash
0b6e880bf2f011eeb59628c2dd2980ba,4,1,35175,3,Himeko,Herta,Asta,Ruan Mei,Inducement
0b6e880bf2f011eeb59628c2dd2980ba,4,2,40000,3,Acheron,Sparkle,Pela,Fu Xuan,Splash
0b6e880cf2f011eea2d828c2dd2980ba,4,1,30950,3,Herta,Sparkle,Tingyun,Fu Xuan,Inducement
0b6e880cf2f011eea2d828c2dd2980ba,4,2,33786,3,Kafka,Ruan Mei,Pela,Black Swan,Splash
0b6e880df2f011ee92b528c2dd2980ba,4,1,40000,3,Ruan Mei,Herta,Sparkle,Pela,Splash
0b6e880df2f011ee92b528c2dd2980ba,4,2,28316,3,Tingyun,Qingque,Huohuo,Bronya,Splash
0b6e880ef2f011eea99e28c2dd2980ba,4,1,29744,3,Clara,Ruan Mei,Black Swan,Kafka,Inducement
0b6e880ef2f011eea99e28c2dd2980ba,4,2,35184,3,Fire Trailblazer,Pela,Silver Wolf,Acheron,Splash
0b6e880ff2f011eeb21628c2dd2980ba,4,1,29243,3,Clara,Fu Xuan,Sparkle,Tingyun,Sympathetic Detonation
0b6e880ff2f011eeb21628c2dd2980ba,4,2,35020,3,Himeko,Serval,Ruan Mei,Asta,Inducement
0b6e8810f2f011eebcb928c2dd2980ba,4,1,30511,3,Jingliu,Herta,Bronya,Ruan Mei,Inducement
0b6e8810f2f011eebcb928c2dd2980ba,4,2,32646,3,Fu Xuan,Tingyun,Jing Yuan,Sparkle,Inducement
0b6e8811f2f011ee96d328c2dd2980ba,4,1,36785,3,Tingyun,Fu Xuan,Herta,Ruan Mei,Splash
0b6e8811f2f011ee96d328c2dd2980ba,4,2,40000,3,Acheron,Silver Wolf,Himeko,Bronya,Sympathetic Detonation
0b6e8812f2f011ee909828c2dd2980ba,4,1,40000,3,Pela,Ruan Mei,Bronya,Herta,Splash
0b6e8812f2f011ee909828c2dd2980ba,4,2,40000,3,Jing Yuan,Fu Xuan,Sparkle,Tingyun,Splash
0b6e8813f2f011eea39d28c2dd2980ba,4,1,40000,3,Fu Xuan,Argenti,Sparkle,Tingyun,Splash
0b6e8813f2f011eea39d28c2dd2980ba,4,2,40000,3,Huohuo,Black Swan,Kafka,Ruan Mei,Sympathetic Detonation
0b6e8814f2f011eeba5c28c2dd2980ba,4,1,25858,3,Himeko,Herta,Ruan Mei,Sparkle,Sympathetic Detonation
0b6e8814f2f011eeba5c28c2dd2980ba,4,2,36640,3,Acheron,Pela,Silver Wolf,Fire Trailblazer,Sympathetic Detonation
